BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID,ARCHIVE_DATE
006,100000001006,PEN,132,P,19912.400,OFF,100000001006,TRN000000001006,2026-10-03,2026-10-03,TD_DEPOSITER,Td Depositer Name 1006,TD_CERT_COLL,Td Cert Collector Name 1006,TD_WITHDRAWE,Td Withdrawer Name 1006,2026-10-03,E,J,JOINT_HOLDER,2026-10-03,PAY,100000001006,PEN,RA,RO,100000001006,INT,PEN,A,G,G,ADVICE_MEDIA_10,EMAIL_1006,CU,D,A,A,REASON_CODE_1006,3406,9482,2026-10-03,525.800,11107.400,14999.7000,20163.8000,XREF_1006,48.7000,22268.700,8926.1000,A,106515,2.14000,2026-10-03,191016,215663,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-10-03,006,MAI,MAI,MAI,CMA,2.2400,COMME,006,674217,782339,BAE,AUTHORIZE,VAL,M,DESTI,CUST000206,CUST000206,OPERATION_KEY_1,D,D,B,2.01000,2.86000,A,RATE_CODE_,3.12000,M,RETN_,RETN_,626470.00000,632772.00000,20696.2000,NAT,TXN0000000000001006,2026-10-03
007,100000001007,EUR,4962,P,24955.300,OFF,100000001007,TRN000000001007,2026-10-04,2026-10-04,TD_DEPOSITER,Td Depositer Name 1007,TD_CERT_COLL,Td Cert Collector Name 1007,TD_WITHDRAWE,Td Withdrawer Name 1007,2026-10-04,E,J,JOINT_HOLDER,2026-10-04,PAY,100000001007,EUR,RA,RO,100000001007,INT,EUR,A,G,G,ADVICE_MEDIA_10,EMAIL_1007,CU,D,A,A,REASON_CODE_1007,518,2105,2026-10-04,24822.900,15035.900,21427.9000,4958.2000,XREF_1007,22634.3000,6379.800,12151.3000,A,590289,3.17000,2026-10-04,980537,907444,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-10-04,007,MAI,MAI,MAI,CMA,0.8800,COMME,007,121091,907299,BAE,AUTHORIZE,VAL,M,DESTI,CUST000207,CUST000207,OPERATION_KEY_1,D,D,B,3.52000,3.97000,A,RATE_CODE_,1.70000,M,RETN_,RETN_,471430.00000,352222.00000,24186.9000,NAT,TXN0000000000001007,2026-10-04
008,100000001008,BRL,6277,P,19285.700,OFF,100000001008,TRN000000001008,2026-10-05,2026-10-05,TD_DEPOSITER,Td Depositer Name 1008,TD_CERT_COLL,Td Cert Collector Name 1008,TD_WITHDRAWE,Td Withdrawer Name 1008,2026-10-05,E,J,JOINT_HOLDER,2026-10-05,PAY,100000001008,BRL,RA,RO,100000001008,INT,BRL,A,G,G,ADVICE_MEDIA_10,EMAIL_1008,CU,D,A,A,REASON_CODE_1008,1199,3652,2026-10-05,11249.900,18859.800,4730.2000,6687.4000,XREF_1008,3043.8000,11191.000,3542.3000,A,791531,3.03000,2026-10-05,886589,261806,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-10-05,008,MAI,MAI,MAI,CMA,3.9300,COMME,008,993384,637341,BAE,AUTHORIZE,VAL,M,DESTI,CUST000208,CUST000208,OPERATION_KEY_1,D,D,B,1.30000,3.59000,A,RATE_CODE_,1.85000,M,RETN_,RETN_,331141.00000,475405.00000,15830.7000,NAT,TXN0000000000001008,2026-10-05
009,100000001009,USD,4662,P,9577.900,OFF,100000001009,TRN000000001009,2026-10-06,2026-10-06,TD_DEPOSITER,Td Depositer Name 1009,TD_CERT_COLL,Td Cert Collector Name 1009,TD_WITHDRAWE,Td Withdrawer Name 1009,2026-10-06,E,J,JOINT_HOLDER,2026-10-06,PAY,100000001009,USD,RA,RO,100000001009,INT,USD,A,G,G,ADVICE_MEDIA_10,EMAIL_1009,CU,D,A,A,REASON_CODE_1009,7203,4626,2026-10-06,17685.900,12853.700,6450.6000,9964.7000,XREF_1009,12335.1000,12423.700,14882.9000,A,790,3.21000,2026-10-06,712676,312342,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-10-06,009,MAI,MAI,MAI,CMA,2.2200,COMME,009,877748,703413,BAE,AUTHORIZE,VAL,M,DESTI,CUST000209,CUST000209,OPERATION_KEY_1,D,D,B,2.44000,1.52000,A,RATE_CODE_,3.88000,M,RETN_,RETN_,437910.00000,310420.00000,13585.6000,NAT,TXN0000000000001009,2026-10-06
010,100000001010,PEN,3473,P,17003.300,OFF,100000001010,TRN000000001010,2026-10-07,2026-10-07,TD_DEPOSITER,Td Depositer Name 1010,TD_CERT_COLL,Td Cert Collector Name 1010,TD_WITHDRAWE,Td Withdrawer Name 1010,2026-10-07,E,J,JOINT_HOLDER,2026-10-07,PAY,100000001010,PEN,RA,RO,100000001010,INT,PEN,A,G,G,ADVICE_MEDIA_10,EMAIL_1010,CU,D,A,A,REASON_CODE_1010,8315,7524,2026-10-07,18956.800,6248.400,20758.8000,3304.1000,XREF_1010,15779.2000,12416.900,3171.7000,A,610582,4.41000,2026-10-07,788554,304644,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-10-07,010,MAI,MAI,MAI,CMA,3.0700,COMME,010,866141,2976,BAE,AUTHORIZE,VAL,M,DESTI,CUST000210,CUST000210,OPERATION_KEY_1,D,D,B,2.62000,4.50000,A,RATE_CODE_,3.25000,M,RETN_,RETN_,976205.00000,213868.00000,16973.1000,NAT,TXN0000000000001010,2026-10-07
011,100000001011,EUR,6246,P,13062.900,OFF,100000001011,TRN000000001011,2026-10-08,2026-10-08,TD_DEPOSITER,Td Depositer Name 1011,TD_CERT_COLL,Td Cert Collector Name 1011,TD_WITHDRAWE,Td Withdrawer Name 1011,2026-10-08,E,J,JOINT_HOLDER,2026-10-08,PAY,100000001011,EUR,RA,RO,100000001011,INT,EUR,A,G,G,ADVICE_MEDIA_10,EMAIL_1011,CU,D,A,A,REASON_CODE_1011,1772,9830,2026-10-08,14189.600,8130.000,23289.1000,16014.5000,XREF_1011,13363.3000,7905.500,6287.3000,A,355333,1.77000,2026-10-08,720886,962938,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-10-08,011,MAI,MAI,MAI,CMA,1.8300,COMME,011,141048,305742,BAE,AUTHORIZE,VAL,M,DESTI,CUST000211,CUST000211,OPERATION_KEY_1,D,D,B,4.46000,0.81000,A,RATE_CODE_,1.35000,M,RETN_,RETN_,92137.00000,378027.00000,24463.8000,NAT,TXN0000000000001011,2026-10-08
012,100000001012,BRL,4441,P,15064.300,OFF,100000001012,TRN000000001012,2026-10-09,2026-10-09,TD_DEPOSITER,Td Depositer Name 1012,TD_CERT_COLL,Td Cert Collector Name 1012,TD_WITHDRAWE,Td Withdrawer Name 1012,2026-10-09,E,J,JOINT_HOLDER,2026-10-09,PAY,100000001012,BRL,RA,RO,100000001012,INT,BRL,A,G,G,ADVICE_MEDIA_10,EMAIL_1012,CU,D,A,A,REASON_CODE_1012,1765,8074,2026-10-09,10837.000,22680.900,2470.6000,13159.9000,XREF_1012,4238.7000,17732.400,13356.1000,A,272438,1.34000,2026-10-09,835691,74115,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-10-09,012,MAI,MAI,MAI,CMA,2.6600,COMME,012,348308,848370,BAE,AUTHORIZE,VAL,M,DESTI,CUST000212,CUST000212,OPERATION_KEY_1,D,D,B,2.32000,4.46000,A,RATE_CODE_,4.46000,M,RETN_,RETN_,451896.00000,424714.00000,8781.0000,NAT,TXN0000000000001012,2026-10-09
013,100000001013,USD,1545,P,19018.100,OFF,100000001013,TRN000000001013,2026-10-10,2026-10-10,TD_DEPOSITER,Td Depositer Name 1013,TD_CERT_COLL,Td Cert Collector Name 1013,TD_WITHDRAWE,Td Withdrawer Name 1013,2026-10-10,E,J,JOINT_HOLDER,2026-10-10,PAY,100000001013,USD,RA,RO,100000001013,INT,USD,A,G,G,ADVICE_MEDIA_10,EMAIL_1013,CU,D,A,A,REASON_CODE_1013,6040,8889,2026-10-10,11765.000,22423.400,4329.2000,17173.6000,XREF_1013,13762.6000,22632.300,19216.7000,A,877128,0.81000,2026-10-10,893928,518738,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-10-10,013,MAI,MAI,MAI,CMA,2.2700,COMME,013,675862,423001,BAE,AUTHORIZE,VAL,M,DESTI,CUST000213,CUST000213,OPERATION_KEY_1,D,D,B,2.76000,4.38000,A,RATE_CODE_,4.30000,M,RETN_,RETN_,993758.00000,66740.00000,16715.8000,NAT,TXN0000000000001013,2026-10-10
014,100000001014,PEN,2975,P,1454.000,OFF,100000001014,TRN000000001014,2026-10-11,2026-10-11,TD_DEPOSITER,Td Depositer Name 1014,TD_CERT_COLL,Td Cert Collector Name 1014,TD_WITHDRAWE,Td Withdrawer Name 1014,2026-10-11,E,J,JOINT_HOLDER,2026-10-11,PAY,100000001014,PEN,RA,RO,100000001014,INT,PEN,A,G,G,ADVICE_MEDIA_10,EMAIL_1014,CU,D,A,A,REASON_CODE_1014,5069,5261,2026-10-11,10420.800,11001.900,6803.2000,22564.5000,XREF_1014,4718.6000,20883.100,17050.5000,A,142785,2.71000,2026-10-11,153530,971762,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-10-11,014,MAI,MAI,MAI,CMA,3.8400,COMME,014,180328,763622,BAE,AUTHORIZE,VAL,M,DESTI,CUST000214,CUST000214,OPERATION_KEY_1,D,D,B,1.38000,3.88000,A,RATE_CODE_,2.45000,M,RETN_,RETN_,382031.00000,410130.00000,17607.4000,NAT,TXN0000000000001014,2026-10-11
015,100000001015,EUR,5477,P,8379.000,OFF,100000001015,TRN000000001015,2026-10-12,2026-10-12,TD_DEPOSITER,Td Depositer Name 1015,TD_CERT_COLL,Td Cert Collector Name 1015,TD_WITHDRAWE,Td Withdrawer Name 1015,2026-10-12,E,J,JOINT_HOLDER,2026-10-12,PAY,100000001015,EUR,RA,RO,100000001015,INT,EUR,A,G,G,ADVICE_MEDIA_10,EMAIL_1015,CU,D,A,A,REASON_CODE_1015,1876,358,2026-10-12,19235.400,23623.000,6184.7000,9075.9000,XREF_1015,2446.2000,21926.800,10347.1000,A,205016,3.11000,2026-10-12,568160,453065,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-10-12,015,MAI,MAI,MAI,CMA,3.5600,COMME,015,828963,865870,BAE,AUTHORIZE,VAL,M,DESTI,CUST000215,CUST000215,OPERATION_KEY_1,D,D,B,4.00000,4.09000,A,RATE_CODE_,1.12000,M,RETN_,RETN_,336016.00000,659793.00000,16178.2000,NAT,TXN0000000000001015,2026-10-12
016,100000001016,BRL,2646,P,8928.100,OFF,100000001016,TRN000000001016,2026-10-13,2026-10-13,TD_DEPOSITER,Td Depositer Name 1016,TD_CERT_COLL,Td Cert Collector Name 1016,TD_WITHDRAWE,Td Withdrawer Name 1016,2026-10-13,E,J,JOINT_HOLDER,2026-10-13,PAY,100000001016,BRL,RA,RO,100000001016,INT,BRL,A,G,G,ADVICE_MEDIA_10,EMAIL_1016,CU,D,A,A,REASON_CODE_1016,2467,1586,2026-10-13,20785.000,18192.700,18967.1000,9449.4000,XREF_1016,6106.2000,8124.200,14121.1000,A,670440,1.94000,2026-10-13,402450,813899,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-10-13,016,MAI,MAI,MAI,CMA,2.9900,COMME,016,244402,111675,BAE,AUTHORIZE,VAL,M,DESTI,CUST000216,CUST000216,OPERATION_KEY_1,D,D,B,2.62000,3.43000,A,RATE_CODE_,2.56000,M,RETN_,RETN_,900221.00000,937038.00000,5822.4000,NAT,TXN0000000000001016,2026-10-13
017,100000001017,USD,4008,P,21032.800,OFF,100000001017,TRN000000001017,2026-10-14,2026-10-14,TD_DEPOSITER,Td Depositer Name 1017,TD_CERT_COLL,Td Cert Collector Name 1017,TD_WITHDRAWE,Td Withdrawer Name 1017,2026-10-14,E,J,JOINT_HOLDER,2026-10-14,PAY,100000001017,USD,RA,RO,100000001017,INT,USD,A,G,G,ADVICE_MEDIA_10,EMAIL_1017,CU,D,A,A,REASON_CODE_1017,8585,4931,2026-10-14,21197.600,3982.900,8795.4000,20413.8000,XREF_1017,8629.6000,12895.800,15438.1000,A,550246,1.58000,2026-10-14,991568,418862,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-10-14,017,MAI,MAI,MAI,CMA,0.8800,COMME,017,365357,90634,BAE,AUTHORIZE,VAL,M,DESTI,CUST000217,CUST000217,OPERATION_KEY_1,D,D,B,1.32000,3.27000,A,RATE_CODE_,2.97000,M,RETN_,RETN_,896944.00000,935693.00000,23022.4000,NAT,TXN0000000000001017,2026-10-14
018,100000001018,PEN,6448,P,3335.300,OFF,100000001018,TRN000000001018,2026-10-15,2026-10-15,TD_DEPOSITER,Td Depositer Name 1018,TD_CERT_COLL,Td Cert Collector Name 1018,TD_WITHDRAWE,Td Withdrawer Name 1018,2026-10-15,E,J,JOINT_HOLDER,2026-10-15,PAY,100000001018,PEN,RA,RO,100000001018,INT,PEN,A,G,G,ADVICE_MEDIA_10,EMAIL_1018,CU,D,A,A,REASON_CODE_1018,7062,2825,2026-10-15,14912.400,2392.200,4967.1000,7341.3000,XREF_1018,6188.9000,24753.200,18841.1000,A,994795,1.60000,2026-10-15,141645,59625,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-10-15,018,MAI,MAI,MAI,CMA,1.7900,COMME,018,443313,311619,BAE,AUTHORIZE,VAL,M,DESTI,CUST000218,CUST000218,OPERATION_KEY_1,D,D,B,1.25000,0.98000,A,RATE_CODE_,2.36000,M,RETN_,RETN_,965525.00000,409708.00000,11944.6000,NAT,TXN0000000000001018,2026-10-15
019,100000001019,EUR,9763,P,13570.200,OFF,100000001019,TRN000000001019,2026-10-16,2026-10-16,TD_DEPOSITER,Td Depositer Name 1019,TD_CERT_COLL,Td Cert Collector Name 1019,TD_WITHDRAWE,Td Withdrawer Name 1019,2026-10-16,E,J,JOINT_HOLDER,2026-10-16,PAY,100000001019,EUR,RA,RO,100000001019,INT,EUR,A,G,G,ADVICE_MEDIA_10,EMAIL_1019,CU,D,A,A,REASON_CODE_1019,8945,2529,2026-10-16,3285.900,21724.000,7031.5000,21876.2000,XREF_1019,10920.0000,7786.700,4512.9000,A,292439,1.79000,2026-10-16,146872,749827,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-10-16,019,MAI,MAI,MAI,CMA,0.8600,COMME,019,415914,127399,BAE,AUTHORIZE,VAL,M,DESTI,CUST000219,CUST000219,OPERATION_KEY_1,D,D,B,3.89000,2.50000,A,RATE_CODE_,2.45000,M,RETN_,RETN_,40560.00000,974204.00000,19354.7000,NAT,TXN0000000000001019,2026-10-16
020,100000001020,BRL,6066,P,21766.000,OFF,100000001020,TRN000000001020,2026-10-17,2026-10-17,TD_DEPOSITER,Td Depositer Name 1020,TD_CERT_COLL,Td Cert Collector Name 1020,TD_WITHDRAWE,Td Withdrawer Name 1020,2026-10-17,E,J,JOINT_HOLDER,2026-10-17,PAY,100000001020,BRL,RA,RO,100000001020,INT,BRL,A,G,G,ADVICE_MEDIA_10,EMAIL_1020,CU,D,A,A,REASON_CODE_1020,9751,2805,2026-10-17,24005.100,2472.800,23011.7000,24827.2000,XREF_1020,4331.0000,21262.100,18549.1000,A,770839,1.51000,2026-10-17,53714,993361,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-10-17,020,MAI,MAI,MAI,CMA,2.9900,COMME,020,200499,287306,BAE,AUTHORIZE,VAL,M,DESTI,CUST000220,CUST000220,OPERATION_KEY_1,D,D,B,1.95000,2.86000,A,RATE_CODE_,3.97000,M,RETN_,RETN_,553321.00000,309125.00000,1438.9000,NAT,TXN0000000000001020,2026-10-17
021,100000001021,USD,6639,P,1160.500,OFF,100000001021,TRN000000001021,2026-10-18,2026-10-18,TD_DEPOSITER,Td Depositer Name 1021,TD_CERT_COLL,Td Cert Collector Name 1021,TD_WITHDRAWE,Td Withdrawer Name 1021,2026-10-18,E,J,JOINT_HOLDER,2026-10-18,PAY,100000001021,USD,RA,RO,100000001021,INT,USD,A,G,G,ADVICE_MEDIA_10,EMAIL_1021,CU,D,A,A,REASON_CODE_1021,5036,8396,2026-10-18,5611.600,9174.700,14830.7000,8890.1000,XREF_1021,6438.8000,17919.300,24824.9000,A,42649,2.51000,2026-10-18,842364,169141,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-10-18,021,MAI,MAI,MAI,CMA,3.9100,COMME,021,324464,994399,BAE,AUTHORIZE,VAL,M,DESTI,CUST000221,CUST000221,OPERATION_KEY_1,D,D,B,1.43000,1.37000,A,RATE_CODE_,4.25000,M,RETN_,RETN_,249520.00000,382672.00000,19805.1000,NAT,TXN0000000000001021,2026-10-18
022,100000001022,PEN,118,P,814.900,OFF,100000001022,TRN000000001022,2026-10-19,2026-10-19,TD_DEPOSITER,Td Depositer Name 1022,TD_CERT_COLL,Td Cert Collector Name 1022,TD_WITHDRAWE,Td Withdrawer Name 1022,2026-10-19,E,J,JOINT_HOLDER,2026-10-19,PAY,100000001022,PEN,RA,RO,100000001022,INT,PEN,A,G,G,ADVICE_MEDIA_10,EMAIL_1022,CU,D,A,A,REASON_CODE_1022,6353,5252,2026-10-19,22297.600,22360.200,1339.9000,11559.1000,XREF_1022,24287.7000,19193.900,15081.0000,A,231714,4.21000,2026-10-19,29551,552233,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-10-19,022,MAI,MAI,MAI,CMA,3.8100,COMME,022,415427,226010,BAE,AUTHORIZE,VAL,M,DESTI,CUST000222,CUST000222,OPERATION_KEY_1,D,D,B,2.66000,1.33000,A,RATE_CODE_,2.09000,M,RETN_,RETN_,987328.00000,948211.00000,4383.8000,NAT,TXN0000000000001022,2026-10-19
023,100000001023,EUR,5530,P,20131.300,OFF,100000001023,TRN000000001023,2026-10-20,2026-10-20,TD_DEPOSITER,Td Depositer Name 1023,TD_CERT_COLL,Td Cert Collector Name 1023,TD_WITHDRAWE,Td Withdrawer Name 1023,2026-10-20,E,J,JOINT_HOLDER,2026-10-20,PAY,100000001023,EUR,RA,RO,100000001023,INT,EUR,A,G,G,ADVICE_MEDIA_10,EMAIL_1023,CU,D,A,A,REASON_CODE_1023,5070,9704,2026-10-20,21790.600,2525.700,1469.0000,267.3000,XREF_1023,18905.9000,5503.900,3249.8000,A,617128,1.51000,2026-10-20,94838,805648,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-10-20,023,MAI,MAI,MAI,CMA,3.9000,COMME,023,890996,786877,BAE,AUTHORIZE,VAL,M,DESTI,CUST000223,CUST000223,OPERATION_KEY_1,D,D,B,1.23000,3.13000,A,RATE_CODE_,3.31000,M,RETN_,RETN_,75163.00000,17907.00000,20350.6000,NAT,TXN0000000000001023,2026-10-20
024,100000001024,BRL,4074,P,11219.400,OFF,100000001024,TRN000000001024,2026-10-21,2026-10-21,TD_DEPOSITER,Td Depositer Name 1024,TD_CERT_COLL,Td Cert Collector Name 1024,TD_WITHDRAWE,Td Withdrawer Name 1024,2026-10-21,E,J,JOINT_HOLDER,2026-10-21,PAY,100000001024,BRL,RA,RO,100000001024,INT,BRL,A,G,G,ADVICE_MEDIA_10,EMAIL_1024,CU,D,A,A,REASON_CODE_1024,7324,6052,2026-10-21,19736.000,10584.400,4435.5000,8689.5000,XREF_1024,3846.8000,8757.900,908.7000,A,121835,2.27000,2026-10-21,494545,375427,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-10-21,024,MAI,MAI,MAI,CMA,2.2600,COMME,024,6315,338982,BAE,AUTHORIZE,VAL,M,DESTI,CUST000224,CUST000224,OPERATION_KEY_1,D,D,B,3.35000,4.26000,A,RATE_CODE_,4.25000,M,RETN_,RETN_,612998.00000,80826.00000,12805.4000,NAT,TXN0000000000001024,2026-10-21
025,100000001025,USD,8072,P,18950.600,OFF,100000001025,TRN000000001025,2026-10-22,2026-10-22,TD_DEPOSITER,Td Depositer Name 1025,TD_CERT_COLL,Td Cert Collector Name 1025,TD_WITHDRAWE,Td Withdrawer Name 1025,2026-10-22,E,J,JOINT_HOLDER,2026-10-22,PAY,100000001025,USD,RA,RO,100000001025,INT,USD,A,G,G,ADVICE_MEDIA_10,EMAIL_1025,CU,D,A,A,REASON_CODE_1025,2584,1228,2026-10-22,3656.100,16747.300,6376.7000,263.0000,XREF_1025,15518.2000,17178.300,18126.2000,A,268576,1.05000,2026-10-22,442136,408119,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-10-22,025,MAI,MAI,MAI,CMA,1.4600,COMME,025,369516,952309,BAE,AUTHORIZE,VAL,M,DESTI,CUST000225,CUST000225,OPERATION_KEY_1,D,D,B,1.44000,3.08000,A,RATE_CODE_,3.18000,M,RETN_,RETN_,951188.00000,191115.00000,2120.1000,NAT,TXN0000000000001025,2026-10-22
001,100000001026,PEN,6892,P,16351.500,OFF,100000001026,TRN000000001026,2026-10-23,2026-10-23,TD_DEPOSITER,Td Depositer Name 1026,TD_CERT_COLL,Td Cert Collector Name 1026,TD_WITHDRAWE,Td Withdrawer Name 1026,2026-10-23,E,J,JOINT_HOLDER,2026-10-23,PAY,100000001026,PEN,RA,RO,100000001026,INT,PEN,A,G,G,ADVICE_MEDIA_10,EMAIL_1026,CU,D,A,A,REASON_CODE_1026,7532,4555,2026-10-23,6767.100,24577.600,21470.0000,18463.2000,XREF_1026,2888.1000,2084.400,21797.8000,A,552595,3.74000,2026-10-23,391718,868059,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-10-23,001,MAI,MAI,MAI,CMA,1.8300,COMME,001,435547,401665,BAE,AUTHORIZE,VAL,M,DESTI,CUST000226,CUST000226,OPERATION_KEY_1,D,D,B,1.78000,1.00000,A,RATE_CODE_,4.22000,M,RETN_,RETN_,826449.00000,689007.00000,2866.4000,NAT,TXN0000000000001026,2026-10-23
002,100000001027,EUR,3284,P,16096.200,OFF,100000001027,TRN000000001027,2026-10-24,2026-10-24,TD_DEPOSITER,Td Depositer Name 1027,TD_CERT_COLL,Td Cert Collector Name 1027,TD_WITHDRAWE,Td Withdrawer Name 1027,2026-10-24,E,J,JOINT_HOLDER,2026-10-24,PAY,100000001027,EUR,RA,RO,100000001027,INT,EUR,A,G,G,ADVICE_MEDIA_10,EMAIL_1027,CU,D,A,A,REASON_CODE_1027,3240,8120,2026-10-24,5916.800,2486.400,1742.9000,12137.4000,XREF_1027,6634.0000,24146.700,22550.8000,A,566598,2.51000,2026-10-24,555422,812101,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-10-24,002,MAI,MAI,MAI,CMA,2.2100,COMME,002,179414,200809,BAE,AUTHORIZE,VAL,M,DESTI,CUST000227,CUST000227,OPERATION_KEY_1,D,D,B,4.01000,2.28000,A,RATE_CODE_,1.87000,M,RETN_,RETN_,433560.00000,801325.00000,15422.3000,NAT,TXN0000000000001027,2026-10-24
