BRN,ACC,CCY,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,TENOR,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CREATION_DT,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_VERSION_NO,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,LATEST_EVENT_SEQ_NO,TXN_ID,NEXT_RATE_CHANGE_DT,TD_INT_AMT_READJ_CCY,TD_INT_AMT,TD_MATURITY_AMT,TD_PRN_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,INPUT_TAX_AMT,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY
011,100000001036,BRL,P,3533.500,OFF,100000001036,TRN000000001036,5079,Td Withdrawer Name 1036,2026-11-02,E,J,JOINT_HOLDER,2026-11-02,PAY,100000001036,BRL,RA,RO,100000001036,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1036,2026-11-02,CU,D,A,A,REASON_CODE_1036,LATE,2026-11-02,TD_DEPOSITER,Td Depositer Name 1036,TD_CERT_COLL,Td Cert Collector Name 1036,TD_WITHDRAWE,997,TXN0000000000001036,2026-11-02,3409.5000,14880.100,15421.300,9045.0000,14256.0000,16217.900,A,458916,3.65000,2026-11-02,67873,865072,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-11-02,011,MAI,MAI,MAI,CMA,4.3600,COMME,011,747542,298221,BAE,AUTHORIZE,VAL,M,DESTI,CUST000236,CUST000236,OPERATION_KEY_1,D,D,B,2.71000,2.17000,A,RATE_CODE_,4.48000,M,RETN_,RETN_,13963.700,700297.00000,479186.00000,19196.7000,NAT
012,100000001037,USD,P,33368.000,OFF,100000001037,TRN000000001037,7051,Td Withdrawer Name 1037,2026-11-03,E,J,JOINT_HOLDER,2026-11-03,PAY,100000001037,USD,RA,RO,100000001037,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1037,2026-11-03,CU,D,A,A,REASON_CODE_1037,LATE,2026-11-03,TD_DEPOSITER,Td Depositer Name 1037,TD_CERT_COLL,Td Cert Collector Name 1037,TD_WITHDRAWE,7153,TXN0000000000001037,2026-11-03,122078.4000,28172.000,195035.200,4440.0000,58098.4000,196636.000,A,859288,2.57000,2026-11-03,129450,639396,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-11-03,012,MAI,MAI,MAI,CMA,0.8100,COMME,012,126350,760021,BAE,AUTHORIZE,VAL,M,DESTI,CUST000237,CUST000237,OPERATION_KEY_1,D,D,B,2.00000,3.01000,A,RATE_CODE_,1.11000,M,RETN_,RETN_,17829.600,679844.00000,486733.00000,129067.2000,NAT
013,100000001038,PEN,P,14289.800,OFF,100000001038,TRN000000001038,8111,Td Withdrawer Name 1038,2026-11-04,E,J,JOINT_HOLDER,2026-11-04,PAY,100000001038,PEN,RA,RO,100000001038,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1038,2026-11-04,CU,D,A,A,REASON_CODE_1038,LATE,2026-11-04,TD_DEPOSITER,Td Depositer Name 1038,TD_CERT_COLL,Td Cert Collector Name 1038,TD_WITHDRAWE,5266,TXN0000000000001038,2026-11-04,13662.0000,21074.200,3794.400,15060.1000,14730.4000,16775.800,A,865396,2.62000,2026-11-04,456111,336072,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-11-04,013,MAI,MAI,MAI,CMA,3.5800,COMME,013,482025,617012,BAE,AUTHORIZE,VAL,M,DESTI,CUST000238,CUST000238,OPERATION_KEY_1,D,D,B,4.13000,2.83000,A,RATE_CODE_,1.91000,M,RETN_,RETN_,5586.700,457548.00000,747331.00000,799.2000,NAT
014,100000001039,EUR,P,21235.200,OFF,100000001039,TRN000000001039,46,Td Withdrawer Name 1039,2026-11-05,E,J,JOINT_HOLDER,2026-11-05,PAY,100000001039,EUR,RA,RO,100000001039,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1039,2026-11-05,CU,D,A,A,REASON_CODE_1039,LATE,2026-11-05,TD_DEPOSITER,Td Depositer Name 1039,TD_CERT_COLL,Td Cert Collector Name 1039,TD_WITHDRAWE,7202,TXN0000000000001039,2026-11-05,4208.8000,3924.100,14977.600,7462.1000,18232.6000,10800.500,A,223601,2.72000,2026-11-05,370380,818016,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-11-05,014,MAI,MAI,MAI,CMA,4.2100,COMME,014,454949,620108,BAE,AUTHORIZE,VAL,M,DESTI,CUST000239,CUST000239,OPERATION_KEY_1,D,D,B,1.16000,3.11000,A,RATE_CODE_,3.64000,M,RETN_,RETN_,2036.200,592382.00000,184221.00000,23872.4000,NAT
015,100000001040,BRL,P,848.900,OFF,100000001040,TRN000000001040,9150,Td Withdrawer Name 1040,2026-11-06,E,J,JOINT_HOLDER,2026-11-06,PAY,100000001040,BRL,RA,RO,100000001040,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1040,2026-11-06,CU,D,A,A,REASON_CODE_1040,LATE,2026-11-06,TD_DEPOSITER,Td Depositer Name 1040,TD_CERT_COLL,Td Cert Collector Name 1040,TD_WITHDRAWE,7473,TXN0000000000001040,2026-11-06,15929.8000,4991.000,23667.400,8188.3000,21529.4000,14683.500,A,129704,4.39000,2026-11-06,145892,361447,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-11-06,015,MAI,MAI,MAI,CMA,2.9200,COMME,015,579288,479294,BAE,AUTHORIZE,VAL,M,DESTI,CUST000240,CUST000240,OPERATION_KEY_1,D,D,B,1.09000,3.00000,A,RATE_CODE_,1.84000,M,RETN_,RETN_,24387.300,549577.00000,436326.00000,6032.1000,NAT
016,100000001041,USD,P,16921.300,OFF,100000001041,TRN000000001041,7765,Td Withdrawer Name 1041,2026-11-07,E,J,JOINT_HOLDER,2026-11-07,PAY,100000001041,USD,RA,RO,100000001041,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1041,2026-11-07,CU,D,A,A,REASON_CODE_1041,LATE,2026-11-07,TD_DEPOSITER,Td Depositer Name 1041,TD_CERT_COLL,Td Cert Collector Name 1041,TD_WITHDRAWE,4564,TXN0000000000001041,2026-11-07,4602.6000,1675.300,10375.300,1466.4000,3303.9000,18047.600,A,795259,3.17000,2026-11-07,596814,908574,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-11-07,016,MAI,MAI,MAI,CMA,2.6900,COMME,016,321588,336630,BAE,AUTHORIZE,VAL,M,DESTI,CUST000241,CUST000241,OPERATION_KEY_1,D,D,B,1.10000,3.52000,A,RATE_CODE_,1.70000,M,RETN_,RETN_,17178.000,312735.00000,488570.00000,1758.5000,NAT
017,100000001042,PEN,P,6474.600,OFF,100000001042,TRN000000001042,9684,Td Withdrawer Name 1042,2026-11-08,E,J,JOINT_HOLDER,2026-11-08,PAY,100000001042,PEN,RA,RO,100000001042,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1042,2026-11-08,CU,D,A,A,REASON_CODE_1042,LATE,2026-11-08,TD_DEPOSITER,Td Depositer Name 1042,TD_CERT_COLL,Td Cert Collector Name 1042,TD_WITHDRAWE,3482,TXN0000000000001042,2026-11-08,352.6000,14003.400,14702.200,4557.0000,24151.3000,1116.900,A,798199,2.95000,2026-11-08,171411,91731,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-11-08,017,MAI,MAI,MAI,CMA,2.2000,COMME,017,247562,65496,BAE,AUTHORIZE,VAL,M,DESTI,CUST000242,CUST000242,OPERATION_KEY_1,D,D,B,2.79000,3.28000,A,RATE_CODE_,2.38000,M,RETN_,RETN_,2542.600,284056.00000,202607.00000,18713.2000,NAT
018,100000001043,EUR,P,8350.300,OFF,100000001043,TRN000000001043,2786,Td Withdrawer Name 1043,2026-11-09,E,J,JOINT_HOLDER,2026-11-09,PAY,100000001043,EUR,RA,RO,100000001043,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1043,2026-11-09,CU,D,A,A,REASON_CODE_1043,LATE,2026-11-09,TD_DEPOSITER,Td Depositer Name 1043,TD_CERT_COLL,Td Cert Collector Name 1043,TD_WITHDRAWE,1447,TXN0000000000001043,2026-11-09,18442.1000,3528.100,7926.800,703.1000,4676.1000,21304.500,A,562503,1.59000,2026-11-09,972830,843644,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-11-09,018,MAI,MAI,MAI,CMA,3.3300,COMME,018,216380,555864,BAE,AUTHORIZE,VAL,M,DESTI,CUST000243,CUST000243,OPERATION_KEY_1,D,D,B,2.86000,3.04000,A,RATE_CODE_,0.99000,M,RETN_,RETN_,14560.800,593535.00000,18229.00000,15631.6000,NAT
019,100000001044,BRL,P,7393.900,OFF,100000001044,TRN000000001044,9014,Td Withdrawer Name 1044,2026-11-10,E,J,JOINT_HOLDER,2026-11-10,PAY,100000001044,BRL,RA,RO,100000001044,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1044,2026-11-10,CU,D,A,A,REASON_CODE_1044,LATE,2026-11-10,TD_DEPOSITER,Td Depositer Name 1044,TD_CERT_COLL,Td Cert Collector Name 1044,TD_WITHDRAWE,3719,TXN0000000000001044,2026-11-10,1574.2000,10582.000,5581.900,22198.6000,7806.4000,3960.300,A,187613,1.24000,2026-11-10,79035,519264,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-11-10,019,MAI,MAI,MAI,CMA,3.1600,COMME,019,763632,704734,BAE,AUTHORIZE,VAL,M,DESTI,CUST000244,CUST000244,OPERATION_KEY_1,D,D,B,2.66000,3.81000,A,RATE_CODE_,3.49000,M,RETN_,RETN_,15774.100,274556.00000,738563.00000,1736.9000,NAT
020,100000001045,USD,P,1595.800,OFF,100000001045,TRN000000001045,506,Td Withdrawer Name 1045,2026-11-11,E,J,JOINT_HOLDER,2026-11-11,PAY,100000001045,USD,RA,RO,100000001045,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1045,2026-11-11,CU,D,A,A,REASON_CODE_1045,LATE,2026-11-11,TD_DEPOSITER,Td Depositer Name 1045,TD_CERT_COLL,Td Cert Collector Name 1045,TD_WITHDRAWE,6788,TXN0000000000001045,2026-11-11,21688.1000,13604.600,6277.000,15471.9000,16511.2000,15040.000,A,540619,2.95000,2026-11-11,297087,870956,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-11-11,020,MAI,MAI,MAI,CMA,3.6600,COMME,020,2235,641928,BAE,AUTHORIZE,VAL,M,DESTI,CUST000245,CUST000245,OPERATION_KEY_1,D,D,B,4.09000,1.51000,A,RATE_CODE_,3.08000,M,RETN_,RETN_,1238.900,699365.00000,322012.00000,10164.4000,NAT
021,100000001046,PEN,P,18206.400,OFF,100000001046,TRN000000001046,3368,Td Withdrawer Name 1046,2026-11-12,E,J,JOINT_HOLDER,2026-11-12,PAY,100000001046,PEN,RA,RO,100000001046,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1046,2026-11-12,CU,D,A,A,REASON_CODE_1046,LATE,2026-11-12,TD_DEPOSITER,Td Depositer Name 1046,TD_CERT_COLL,Td Cert Collector Name 1046,TD_WITHDRAWE,3208,TXN0000000000001046,2026-11-12,24811.7000,6622.400,11031.200,21719.2000,12715.5000,14389.300,A,657752,2.81000,2026-11-12,833590,75173,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-11-12,021,MAI,MAI,MAI,CMA,2.0800,COMME,021,365452,564217,BAE,AUTHORIZE,VAL,M,DESTI,CUST000246,CUST000246,OPERATION_KEY_1,D,D,B,1.18000,3.31000,A,RATE_CODE_,1.27000,M,RETN_,RETN_,4315.700,140866.00000,501218.00000,21751.9000,NAT
022,100000001047,EUR,P,5682.900,OFF,100000001047,TRN000000001047,3567,Td Withdrawer Name 1047,2026-11-13,E,J,JOINT_HOLDER,2026-11-13,PAY,100000001047,EUR,RA,RO,100000001047,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1047,2026-11-13,CU,D,A,A,REASON_CODE_1047,LATE,2026-11-13,TD_DEPOSITER,Td Depositer Name 1047,TD_CERT_COLL,Td Cert Collector Name 1047,TD_WITHDRAWE,1761,TXN0000000000001047,2026-11-13,22312.2000,21714.900,10178.300,18037.0000,7025.1000,5349.500,A,326706,3.00000,2026-11-13,868885,3550,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-11-13,022,MAI,MAI,MAI,CMA,2.4500,COMME,022,679178,344153,BAE,AUTHORIZE,VAL,M,DESTI,CUST000247,CUST000247,OPERATION_KEY_1,D,D,B,1.54000,0.84000,A,RATE_CODE_,3.52000,M,RETN_,RETN_,8573.400,259667.00000,929366.00000,16760.3000,NAT
023,100000001048,BRL,P,9082.300,OFF,100000001048,TRN000000001048,193,Td Withdrawer Name 1048,2026-11-14,E,J,JOINT_HOLDER,2026-11-14,PAY,100000001048,BRL,RA,RO,100000001048,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1048,2026-11-14,CU,D,A,A,REASON_CODE_1048,LATE,2026-11-14,TD_DEPOSITER,Td Depositer Name 1048,TD_CERT_COLL,Td Cert Collector Name 1048,TD_WITHDRAWE,3187,TXN0000000000001048,2026-11-14,13009.1000,13977.500,1984.300,7370.8000,14291.3000,7168.400,A,255305,4.00000,2026-11-14,357217,459160,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-11-14,023,MAI,MAI,MAI,CMA,2.8200,COMME,023,209262,695135,BAE,AUTHORIZE,VAL,M,DESTI,CUST000248,CUST000248,OPERATION_KEY_1,D,D,B,3.46000,4.06000,A,RATE_CODE_,1.41000,M,RETN_,RETN_,11773.700,642122.00000,850273.00000,7565.4000,NAT
024,100000001049,USD,P,5797.800,OFF,100000001049,TRN000000001049,2650,Td Withdrawer Name 1049,2026-11-15,E,J,JOINT_HOLDER,2026-11-15,PAY,100000001049,USD,RA,RO,100000001049,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1049,2026-11-15,CU,D,A,A,REASON_CODE_1049,LATE,2026-11-15,TD_DEPOSITER,Td Depositer Name 1049,TD_CERT_COLL,Td Cert Collector Name 1049,TD_WITHDRAWE,7276,TXN0000000000001049,2026-11-15,17966.7000,13978.400,14913.000,21629.7000,36.6000,4019.400,A,424956,1.81000,2026-11-15,733094,282471,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-11-15,024,MAI,MAI,MAI,CMA,2.6200,COMME,024,169431,78409,BAE,AUTHORIZE,VAL,M,DESTI,CUST000249,CUST000249,OPERATION_KEY_1,D,D,B,1.51000,1.37000,A,RATE_CODE_,4.04000,M,RETN_,RETN_,17886.500,116897.00000,626769.00000,10170.0000,NAT
025,100000001050,PEN,P,6693.300,OFF,100000001050,TRN000000001050,4911,Td Withdrawer Name 1050,2026-11-16,E,J,JOINT_HOLDER,2026-11-16,PAY,100000001050,PEN,RA,RO,100000001050,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1050,2026-11-16,CU,D,A,A,REASON_CODE_1050,LATE,2026-11-16,TD_DEPOSITER,Td Depositer Name 1050,TD_CERT_COLL,Td Cert Collector Name 1050,TD_WITHDRAWE,507,TXN0000000000001050,2026-11-16,23186.4000,11050.900,15882.700,12943.1000,16923.5000,19098.100,A,242287,3.89000,2026-11-16,373651,60048,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-11-16,025,MAI,MAI,MAI,CMA,4.1800,COMME,025,614484,250561,BAE,AUTHORIZE,VAL,M,DESTI,CUST000250,CUST000250,OPERATION_KEY_1,D,D,B,1.23000,3.89000,A,RATE_CODE_,2.48000,M,RETN_,RETN_,5996.500,44280.00000,884496.00000,3418.2000,NAT
001,100000001051,EUR,P,10677.600,OFF,100000001051,TRN000000001051,6285,Td Withdrawer Name 1051,2026-11-17,E,J,JOINT_HOLDER,2026-11-17,PAY,100000001051,EUR,RA,RO,100000001051,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1051,2026-11-17,CU,D,A,A,REASON_CODE_1051,LATE,2026-11-17,TD_DEPOSITER,Td Depositer Name 1051,TD_CERT_COLL,Td Cert Collector Name 1051,TD_WITHDRAWE,3419,TXN0000000000001051,2026-11-17,19396.8000,12155.200,17481.700,22459.9000,19126.9000,17258.300,A,489917,2.47000,2026-11-17,716061,9228,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-11-17,001,MAI,MAI,MAI,CMA,2.2000,COMME,001,814415,666142,BAE,AUTHORIZE,VAL,M,DESTI,CUST000251,CUST000251,OPERATION_KEY_1,D,D,B,2.22000,2.11000,A,RATE_CODE_,3.02000,M,RETN_,RETN_,3541.500,615001.00000,255056.00000,24086.6000,NAT
002,100000001052,BRL,P,19965.900,OFF,100000001052,TRN000000001052,2332,Td Withdrawer Name 1052,2026-11-18,E,J,JOINT_HOLDER,2026-11-18,PAY,100000001052,BRL,RA,RO,100000001052,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1052,2026-11-18,CU,D,A,A,REASON_CODE_1052,LATE,2026-11-18,TD_DEPOSITER,Td Depositer Name 1052,TD_CERT_COLL,Td Cert Collector Name 1052,TD_WITHDRAWE,5694,TXN0000000000001052,2026-11-18,16244.7000,24557.500,6658.700,3708.1000,24744.8000,21524.000,A,293884,3.03000,2026-11-18,364515,759290,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-11-18,002,MAI,MAI,MAI,CMA,3.3000,COMME,002,509287,410606,BAE,AUTHORIZE,VAL,M,DESTI,CUST000252,CUST000252,OPERATION_KEY_1,D,D,B,1.34000,3.53000,A,RATE_CODE_,3.23000,M,RETN_,RETN_,989.700,908722.00000,891275.00000,13430.2000,NAT
003,100000001053,USD,P,6192.200,OFF,100000001053,TRN000000001053,852,Td Withdrawer Name 1053,2026-11-19,E,J,JOINT_HOLDER,2026-11-19,PAY,100000001053,USD,RA,RO,100000001053,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1053,2026-11-19,CU,D,A,A,REASON_CODE_1053,LATE,2026-11-19,TD_DEPOSITER,Td Depositer Name 1053,TD_CERT_COLL,Td Cert Collector Name 1053,TD_WITHDRAWE,4152,TXN0000000000001053,2026-11-19,1101.6000,13060.400,20626.800,3045.0000,8975.7000,24403.500,A,401849,3.27000,2026-11-19,666661,253803,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-11-19,003,MAI,MAI,MAI,CMA,1.8100,COMME,003,389425,277897,BAE,AUTHORIZE,VAL,M,DESTI,CUST000253,CUST000253,OPERATION_KEY_1,D,D,B,3.92000,1.34000,A,RATE_CODE_,3.20000,M,RETN_,RETN_,21333.100,275866.00000,407216.00000,1826.4000,NAT
004,100000001054,PEN,P,14882.300,OFF,100000001054,TRN000000001054,1067,Td Withdrawer Name 1054,2026-11-20,E,J,JOINT_HOLDER,2026-11-20,PAY,100000001054,PEN,RA,RO,100000001054,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1054,2026-11-20,CU,D,A,A,REASON_CODE_1054,LATE,2026-11-20,TD_DEPOSITER,Td Depositer Name 1054,TD_CERT_COLL,Td Cert Collector Name 1054,TD_WITHDRAWE,1601,TXN0000000000001054,2026-11-20,6271.2000,18336.700,3925.100,20542.7000,4535.8000,24845.500,A,435226,3.10000,2026-11-20,272973,944213,DOCUME,D,004,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-11-20,004,MAI,MAI,MAI,CMA,2.5300,COMME,004,98876,876643,BAE,AUTHORIZE,VAL,M,DESTI,CUST000254,CUST000254,OPERATION_KEY_1,D,D,B,3.66000,3.82000,A,RATE_CODE_,2.05000,M,RETN_,RETN_,21960.300,580589.00000,493387.00000,20614.5000,NAT
005,100000001055,EUR,P,17275.600,OFF,100000001055,TRN000000001055,9134,Td Withdrawer Name 1055,2026-11-21,E,J,JOINT_HOLDER,2026-11-21,PAY,100000001055,EUR,RA,RO,100000001055,INT,EUR,A,G,GE,ADVICE_MEDIA_10,EMAIL_1055,2026-11-21,CU,D,A,A,REASON_CODE_1055,LATE,2026-11-21,TD_DEPOSITER,Td Depositer Name 1055,TD_CERT_COLL,Td Cert Collector Name 1055,TD_WITHDRAWE,6029,TXN0000000000001055,2026-11-21,4572.4000,9962.000,22148.300,16861.1000,20637.3000,2075.000,A,479233,2.27000,2026-11-21,423534,714600,DOCUME,D,005,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-11-21,005,MAI,MAI,MAI,CMA,2.7400,COMME,005,416643,472756,BAE,AUTHORIZE,VAL,M,DESTI,CUST000255,CUST000255,OPERATION_KEY_1,D,D,B,3.88000,4.37000,A,RATE_CODE_,4.29000,M,RETN_,RETN_,19917.400,140792.00000,280157.00000,517.3000,NAT
006,100000001056,BRL,P,11415.700,OFF,100000001056,TRN000000001056,4231,Td Withdrawer Name 1056,2026-11-22,E,J,JOINT_HOLDER,2026-11-22,PAY,100000001056,BRL,RA,RO,100000001056,INT,BRL,A,G,GE,ADVICE_MEDIA_10,EMAIL_1056,2026-11-22,CU,D,A,A,REASON_CODE_1056,LATE,2026-11-22,TD_DEPOSITER,Td Depositer Name 1056,TD_CERT_COLL,Td Cert Collector Name 1056,TD_WITHDRAWE,8819,TXN0000000000001056,2026-11-22,9684.1000,17151.300,13364.600,16354.2000,18743.4000,8100.800,A,401334,3.92000,2026-11-22,581744,380730,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-11-22,006,MAI,MAI,MAI,CMA,3.0800,COMME,006,77113,568226,BAE,AUTHORIZE,VAL,M,DESTI,CUST000256,CUST000256,OPERATION_KEY_1,D,D,B,2.93000,1.50000,A,RATE_CODE_,4.32000,M,RETN_,RETN_,4998.900,233009.00000,818547.00000,7567.2000,NAT
007,100000001057,USD,P,6567.800,OFF,100000001057,TRN000000001057,4570,Td Withdrawer Name 1057,2026-11-23,E,J,JOINT_HOLDER,2026-11-23,PAY,100000001057,USD,RA,RO,100000001057,INT,USD,A,G,GE,ADVICE_MEDIA_10,EMAIL_1057,2026-11-23,CU,D,A,A,REASON_CODE_1057,LATE,2026-11-23,TD_DEPOSITER,Td Depositer Name 1057,TD_CERT_COLL,Td Cert Collector Name 1057,TD_WITHDRAWE,8078,TXN0000000000001057,2026-11-23,16735.7000,22957.200,529.500,790.4000,2528.5000,19367.300,A,40466,1.87000,2026-11-23,384062,861501,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-11-23,007,MAI,MAI,MAI,CMA,3.1600,COMME,007,306948,529569,BAE,AUTHORIZE,VAL,M,DESTI,CUST000257,CUST000257,OPERATION_KEY_1,D,D,B,1.11000,3.41000,A,RATE_CODE_,1.14000,M,RETN_,RETN_,7300.800,847658.00000,175030.00000,6949.2000,NAT
008,100000001058,PEN,P,16165.000,OFF,100000001058,TRN000000001058,4222,Td Withdrawer Name 1058,2026-11-24,E,J,JOINT_HOLDER,2026-11-24,PAY,100000001058,PEN,RA,RO,100000001058,INT,PEN,A,G,GE,ADVICE_MEDIA_10,EMAIL_1058,2026-11-24,CU,D,A,A,REASON_CODE_1058,LATE,2026-11-24,TD_DEPOSITER,Td Depositer Name 1058,TD_CERT_COLL,Td Cert Collector Name 1058,TD_WITHDRAWE,280,TXN0000000000001058,2026-11-24,17742.4000,20717.000,2175.900,20565.2000,4951.7000,24147.500,A,953101,3.27000,2026-11-24,542610,766002,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-11-24,008,MAI,MAI,MAI,CMA,1.8400,COMME,008,151323,652979,BAE,AUTHORIZE,VAL,M,DESTI,CUST000258,CUST000258,OPERATION_KEY_1,D,D,B,0.86000,3.90000,A,RATE_CODE_,4.50000,M,RETN_,RETN_,20824.700,655707.00000,393533.00000,23702.7000,NAT
