BRN,ACC,CCY,VERSION_NO,PAYIN_OPTION,TD_AMOUNT,OFFSET_BRN,TD_OFFSET_ACC,REFERENCE_NO,CREATION_DT,LIQD_DATE,TD_DEPOSITER,TD_DEPOSITER_NAME,TD_CERT_COLLECTOR,TD_CERT_COLLECTOR_NAME,TD_WITHDRAWER,TD_WITHDRAWER_NAME,TD_CERT_PRINT_DT,ENDORSABLE,JOINT_AC_INDICATOR,JOINT_HOLDER,PAYIN_DT,PAYIN_BRN,PAYIN_ACC,PAYIN_CCY,RATE_TYPE,ROLLOVER_INTRT,INT_BOOK_ACC,INT_BOOK_BRN,INT_BOOK_CCY,AUTOLIQD,GEN_MAT_ADV,GEN_RENEWAL_NOT,ADVICE_MEDIA,EMAIL,CUSTODY_STAT,DOC_STAT,AC_STAT,AC_BLOCKED,REASON_CODE,LATEST_EVENT_SEQ_NO,TENOR,NEXT_RATE_CHANGE_DT,INPUT_TAX_AMT,TD_MATURITY_AMT,TD_INT_AMT_READJ_CCY,TD_MAT_AMT_READJ_CCY,XREF,TD_PRN_AMT_READJ_CCY,TD_INT_AMT,ORIGINAL_TD_AMT,ALLOW_PARTIAL_PREPAYMENT,ORIGINAL_TENOR,SPL_COND_INT_RATE,PARTIAL_PREPAID_DATE,CUSTOMER_DCV,DCV_SLIDE_NO,DOCUMENT_NUMBER,DOCUMENT_DIGIT,CONTROL_BRANCH,CTRL_COST_CENTER,TD_CONTROL_EXECUTIVE,TAX_BENEFIT_CODE,DOCUMENT_REGION,OFICINA_CREACION,CREATION_COST_CENTER,TD_CREATION_EXECUTIVE,CREATION_CHANNEL_SYSTEM,CREATION_CHANNEL,LIQD_BRN,LIQD_COST_CENTER,TD_LIQD_EXECUTIVE,LIQD_CHANNEL,CREATION_TRN_CODE,MAINT_DATE,MAINT_BRANCH,MAINT_COST_CENTER,MAINT_EXECUTIVE,MAINT_CHANNEL_SYSTEM,CMAINT_CHANNEL,PREV_RATE,COMMER_COST_CENTER,BAE_BRANCH,BAE_DOC_NUM,BAE_SEQUENTIAL_NUM,BAE_OPERATION_TYPE,AUTHORIZER_RUT_ID,VALUEDATED_DOC_PRNT_BRN,MIG_DOC_MARK,DESTINATION_CODE,DCV_CUSTOMER_NO,CUSTOMER_SECOND_NAME,OPERATION_KEY,DCV_DEPOSIT,DEP_GUARANTEE,BIS57,RATE_VALUE,RATE_SPREAD,AUTH_RATE,RATE_CODE,SPL_COND_TAX_RATE,MOVE_DORMANCY,RETN_DAYS,RETN_TYPE,CUST_NEG,CUST_NEG_VIEW,PREV_TD_INT_AMT_READJ_CCY,NATIONALITY,TXN_ID
006,100000000806,PEN,6971,P,8696.600,OFF,100000000806,TRN000000000806,2026-03-17,2026-03-17,TD_DEPOSITER,Td Depositer Name 806,TD_CERT_COLL,Td Cert Collector Name 806,TD_WITHDRAWE,Td Withdrawer Name 806,2026-03-17,E,J,JOINT_HOLDER,2026-03-17,PAY,100000000806,PEN,RA,RO,100000000806,INT,PEN,A,G,G,ADVICE_MEDIA_80,EMAIL_806,CU,D,A,A,REASON_CODE_806,3826,929,2026-03-17,24161.100,24770.100,15822.2000,8662.5000,XREF_806,11588.6000,17316.100,21243.4000,A,601664,4.30000,2026-03-17,312164,18481,DOCUME,D,006,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-03-17,006,MAI,MAI,MAI,CMA,1.1500,COMME,006,78336,509690,BAE,AUTHORIZE,VAL,M,DESTI,CUST000006,CUST000006,OPERATION_KEY_8,D,D,B,2.37000,2.20000,A,RATE_CODE_,3.89000,M,RETN_,RETN_,797722.00000,890926.00000,3629.3000,NAT,TXN0000000000000806
007,100000000807,EUR,37,P,21798.000,OFF,100000000807,TRN000000000807,2026-03-18,2026-03-18,TD_DEPOSITER,Td Depositer Name 807,TD_CERT_COLL,Td Cert Collector Name 807,TD_WITHDRAWE,Td Withdrawer Name 807,2026-03-18,E,J,JOINT_HOLDER,2026-03-18,PAY,100000000807,EUR,RA,RO,100000000807,INT,EUR,A,G,G,ADVICE_MEDIA_80,EMAIL_807,CU,D,A,A,REASON_CODE_807,758,4550,2026-03-18,10151.800,18475.500,859.2000,24484.4000,XREF_807,12002.5000,11213.300,8633.4000,A,169634,3.60000,2026-03-18,885026,460800,DOCUME,D,007,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-03-18,007,MAI,MAI,MAI,CMA,3.8700,COMME,007,750252,34523,BAE,AUTHORIZE,VAL,M,DESTI,CUST000007,CUST000007,OPERATION_KEY_8,D,D,B,1.45000,3.28000,A,RATE_CODE_,2.67000,M,RETN_,RETN_,914388.00000,844828.00000,4715.2000,NAT,TXN0000000000000807
008,100000000808,BRL,3821,P,467.200,OFF,100000000808,TRN000000000808,2026-03-19,2026-03-19,TD_DEPOSITER,Td Depositer Name 808,TD_CERT_COLL,Td Cert Collector Name 808,TD_WITHDRAWE,Td Withdrawer Name 808,2026-03-19,E,J,JOINT_HOLDER,2026-03-19,PAY,100000000808,BRL,RA,RO,100000000808,INT,BRL,A,G,G,ADVICE_MEDIA_80,EMAIL_808,CU,D,A,A,REASON_CODE_808,5353,1617,2026-03-19,16215.000,12288.500,24778.2000,23742.1000,XREF_808,14706.7000,14126.500,1842.0000,A,246076,2.44000,2026-03-19,821249,844017,DOCUME,D,008,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-03-19,008,MAI,MAI,MAI,CMA,1.3000,COMME,008,711207,220211,BAE,AUTHORIZE,VAL,M,DESTI,CUST000008,CUST000008,OPERATION_KEY_8,D,D,B,2.26000,3.10000,A,RATE_CODE_,4.22000,M,RETN_,RETN_,659800.00000,339343.00000,8278.9000,NAT,TXN0000000000000808
009,100000000809,USD,2111,P,13653.000,OFF,100000000809,TRN000000000809,2026-03-20,2026-03-20,TD_DEPOSITER,Td Depositer Name 809,TD_CERT_COLL,Td Cert Collector Name 809,TD_WITHDRAWE,Td Withdrawer Name 809,2026-03-20,E,J,JOINT_HOLDER,2026-03-20,PAY,100000000809,USD,RA,RO,100000000809,INT,USD,A,G,G,ADVICE_MEDIA_80,EMAIL_809,CU,D,A,A,REASON_CODE_809,4631,486,2026-03-20,16141.600,2893.300,16552.1000,2616.1000,XREF_809,17809.4000,15593.900,8970.9000,A,556432,2.64000,2026-03-20,952605,745073,DOCUME,D,009,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-03-20,009,MAI,MAI,MAI,CMA,1.0000,COMME,009,983347,606798,BAE,AUTHORIZE,VAL,M,DESTI,CUST000009,CUST000009,OPERATION_KEY_8,D,D,B,1.06000,2.82000,A,RATE_CODE_,2.85000,M,RETN_,RETN_,872616.00000,573559.00000,11031.8000,NAT,TXN0000000000000809
010,100000000810,PEN,2453,P,2768.500,OFF,100000000810,TRN000000000810,2026-03-21,2026-03-21,TD_DEPOSITER,Td Depositer Name 810,TD_CERT_COLL,Td Cert Collector Name 810,TD_WITHDRAWE,Td Withdrawer Name 810,2026-03-21,E,J,JOINT_HOLDER,2026-03-21,PAY,100000000810,PEN,RA,RO,100000000810,INT,PEN,A,G,G,ADVICE_MEDIA_81,EMAIL_810,CU,D,A,A,REASON_CODE_810,7334,7253,2026-03-21,22705.000,9497.600,18273.2000,21119.3000,XREF_810,14274.1000,19848.200,22412.9000,A,699304,1.76000,2026-03-21,29791,314016,DOCUME,D,010,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-03-21,010,MAI,MAI,MAI,CMA,0.8900,COMME,010,385966,71947,BAE,AUTHORIZE,VAL,M,DESTI,CUST000010,CUST000010,OPERATION_KEY_8,D,D,B,2.04000,3.33000,A,RATE_CODE_,1.35000,M,RETN_,RETN_,859748.00000,49099.00000,4192.4000,NAT,TXN0000000000000810
011,100000000811,EUR,7625,P,8904.600,OFF,100000000811,TRN000000000811,2026-03-22,2026-03-22,TD_DEPOSITER,Td Depositer Name 811,TD_CERT_COLL,Td Cert Collector Name 811,TD_WITHDRAWE,Td Withdrawer Name 811,2026-03-22,E,J,JOINT_HOLDER,2026-03-22,PAY,100000000811,EUR,RA,RO,100000000811,INT,EUR,A,G,G,ADVICE_MEDIA_81,EMAIL_811,CU,D,A,A,REASON_CODE_811,6835,837,2026-03-22,20262.900,21838.400,20810.8000,16677.6000,XREF_811,18093.9000,18355.600,15406.1000,A,691675,3.20000,2026-03-22,13615,479549,DOCUME,D,011,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-03-22,011,MAI,MAI,MAI,CMA,2.4100,COMME,011,774738,594370,BAE,AUTHORIZE,VAL,M,DESTI,CUST000011,CUST000011,OPERATION_KEY_8,D,D,B,1.15000,2.00000,A,RATE_CODE_,2.04000,M,RETN_,RETN_,145661.00000,702395.00000,18519.8000,NAT,TXN0000000000000811
012,100000000812,BRL,7658,P,23027.000,OFF,100000000812,TRN000000000812,2026-03-23,2026-03-23,TD_DEPOSITER,Td Depositer Name 812,TD_CERT_COLL,Td Cert Collector Name 812,TD_WITHDRAWE,Td Withdrawer Name 812,2026-03-23,E,J,JOINT_HOLDER,2026-03-23,PAY,100000000812,BRL,RA,RO,100000000812,INT,BRL,A,G,G,ADVICE_MEDIA_81,EMAIL_812,CU,D,A,A,REASON_CODE_812,4763,5705,2026-03-23,2727.900,15459.200,22688.6000,13424.8000,XREF_812,20914.4000,21623.200,3870.7000,A,446155,4.11000,2026-03-23,807283,75649,DOCUME,D,012,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-03-23,012,MAI,MAI,MAI,CMA,4.1400,COMME,012,334933,843202,BAE,AUTHORIZE,VAL,M,DESTI,CUST000012,CUST000012,OPERATION_KEY_8,D,D,B,1.62000,1.82000,A,RATE_CODE_,3.80000,M,RETN_,RETN_,897591.00000,773282.00000,24959.0000,NAT,TXN0000000000000812
013,100000000813,USD,7916,P,16715.300,OFF,100000000813,TRN000000000813,2026-03-24,2026-03-24,TD_DEPOSITER,Td Depositer Name 813,TD_CERT_COLL,Td Cert Collector Name 813,TD_WITHDRAWE,Td Withdrawer Name 813,2026-03-24,E,J,JOINT_HOLDER,2026-03-24,PAY,100000000813,USD,RA,RO,100000000813,INT,USD,A,G,G,ADVICE_MEDIA_81,EMAIL_813,CU,D,A,A,REASON_CODE_813,9556,575,2026-03-24,20739.600,9809.600,11407.3000,7689.4000,XREF_813,16737.5000,8481.100,8520.0000,A,862725,1.92000,2026-03-24,432455,33118,DOCUME,D,013,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-03-24,013,MAI,MAI,MAI,CMA,1.8900,COMME,013,463487,29379,BAE,AUTHORIZE,VAL,M,DESTI,CUST000013,CUST000013,OPERATION_KEY_8,D,D,B,1.66000,2.99000,A,RATE_CODE_,2.19000,M,RETN_,RETN_,831700.00000,153609.00000,22975.2000,NAT,TXN0000000000000813
014,100000000814,PEN,3145,P,23612.100,OFF,100000000814,TRN000000000814,2026-03-25,2026-03-25,TD_DEPOSITER,Td Depositer Name 814,TD_CERT_COLL,Td Cert Collector Name 814,TD_WITHDRAWE,Td Withdrawer Name 814,2026-03-25,E,J,JOINT_HOLDER,2026-03-25,PAY,100000000814,PEN,RA,RO,100000000814,INT,PEN,A,G,G,ADVICE_MEDIA_81,EMAIL_814,CU,D,A,A,REASON_CODE_814,1457,5009,2026-03-25,6743.600,8418.600,2087.9000,22476.1000,XREF_814,19783.4000,3089.100,2912.8000,A,194263,3.39000,2026-03-25,274967,940113,DOCUME,D,014,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-03-25,014,MAI,MAI,MAI,CMA,2.3800,COMME,014,687266,800168,BAE,AUTHORIZE,VAL,M,DESTI,CUST000014,CUST000014,OPERATION_KEY_8,D,D,B,2.89000,1.69000,A,RATE_CODE_,3.06000,M,RETN_,RETN_,588109.00000,666809.00000,19807.0000,NAT,TXN0000000000000814
015,100000000815,EUR,8083,P,122575.200,OFF,100000000815,TRN000000000815,2026-03-26,2026-03-26,TD_DEPOSITER,Td Depositer Name 815,TD_CERT_COLL,Td Cert Collector Name 815,TD_WITHDRAWE,Td Withdrawer Name 815,2026-03-26,E,J,JOINT_HOLDER,2026-03-26,PAY,100000000815,EUR,RA,RO,100000000815,INT,EUR,A,G,G,ADVICE_MEDIA_81,EMAIL_815,CU,D,A,A,REASON_CODE_815,7040,7188,2026-03-26,90816.000,64905.600,166587.2000,166286.4000,XREF_815,160692.8000,4037.600,122432.8000,A,71766,2.43000,2026-03-26,911284,509528,DOCUME,D,015,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-03-26,015,MAI,MAI,MAI,CMA,4.2900,COMME,015,819695,788741,BAE,AUTHORIZE,VAL,M,DESTI,CUST000015,CUST000015,OPERATION_KEY_8,D,D,B,4.41000,1.71000,A,RATE_CODE_,3.08000,M,RETN_,RETN_,603791.00000,534544.00000,97492.0000,NAT,TXN0000000000000815
016,100000000816,BRL,8002,P,21261.800,OFF,100000000816,TRN000000000816,2026-03-27,2026-03-27,TD_DEPOSITER,Td Depositer Name 816,TD_CERT_COLL,Td Cert Collector Name 816,TD_WITHDRAWE,Td Withdrawer Name 816,2026-03-27,E,J,JOINT_HOLDER,2026-03-27,PAY,100000000816,BRL,RA,RO,100000000816,INT,BRL,A,G,G,ADVICE_MEDIA_81,EMAIL_816,CU,D,A,A,REASON_CODE_816,5834,9163,2026-03-27,13273.600,22018.700,22155.7000,9982.3000,XREF_816,5245.3000,11216.200,23307.6000,A,280700,3.61000,2026-03-27,474287,892389,DOCUME,D,016,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-03-27,016,MAI,MAI,MAI,CMA,3.8300,COMME,016,113508,318500,BAE,AUTHORIZE,VAL,M,DESTI,CUST000016,CUST000016,OPERATION_KEY_8,D,D,B,4.00000,2.07000,A,RATE_CODE_,2.93000,M,RETN_,RETN_,394972.00000,329267.00000,2103.4000,NAT,TXN0000000000000816
017,100000000817,USD,2690,P,5746.800,OFF,100000000817,TRN000000000817,2026-03-28,2026-03-28,TD_DEPOSITER,Td Depositer Name 817,TD_CERT_COLL,Td Cert Collector Name 817,TD_WITHDRAWE,Td Withdrawer Name 817,2026-03-28,E,J,JOINT_HOLDER,2026-03-28,PAY,100000000817,USD,RA,RO,100000000817,INT,USD,A,G,G,ADVICE_MEDIA_81,EMAIL_817,CU,D,A,A,REASON_CODE_817,5303,6074,2026-03-28,1536.200,3696.200,1498.7000,14520.0000,XREF_817,13300.0000,19701.000,2513.3000,A,239320,1.62000,2026-03-28,466189,299225,DOCUME,D,017,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-03-28,017,MAI,MAI,MAI,CMA,2.4700,COMME,017,283325,380290,BAE,AUTHORIZE,VAL,M,DESTI,CUST000017,CUST000017,OPERATION_KEY_8,D,D,B,1.60000,3.32000,A,RATE_CODE_,1.41000,M,RETN_,RETN_,216326.00000,421370.00000,16538.5000,NAT,TXN0000000000000817
018,100000000818,PEN,5524,P,12596.900,OFF,100000000818,TRN000000000818,2026-03-29,2026-03-29,TD_DEPOSITER,Td Depositer Name 818,TD_CERT_COLL,Td Cert Collector Name 818,TD_WITHDRAWE,Td Withdrawer Name 818,2026-03-29,E,J,JOINT_HOLDER,2026-03-29,PAY,100000000818,PEN,RA,RO,100000000818,INT,PEN,A,G,G,ADVICE_MEDIA_81,EMAIL_818,CU,D,A,A,REASON_CODE_818,8943,6137,2026-03-29,21741.900,6519.500,14766.0000,23160.4000,XREF_818,6204.2000,2726.100,23302.0000,A,302090,1.91000,2026-03-29,964446,434400,DOCUME,D,018,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-03-29,018,MAI,MAI,MAI,CMA,3.1400,COMME,018,707686,51026,BAE,AUTHORIZE,VAL,M,DESTI,CUST000018,CUST000018,OPERATION_KEY_8,D,D,B,4.33000,3.94000,A,RATE_CODE_,2.04000,M,RETN_,RETN_,861086.00000,389046.00000,13428.2000,NAT,TXN0000000000000818
019,100000000819,EUR,3216,P,1547.500,OFF,100000000819,TRN000000000819,2026-03-30,2026-03-30,TD_DEPOSITER,Td Depositer Name 819,TD_CERT_COLL,Td Cert Collector Name 819,TD_WITHDRAWE,Td Withdrawer Name 819,2026-03-30,E,J,JOINT_HOLDER,2026-03-30,PAY,100000000819,EUR,RA,RO,100000000819,INT,EUR,A,G,G,ADVICE_MEDIA_81,EMAIL_819,CU,D,A,A,REASON_CODE_819,3099,2339,2026-03-30,24531.200,6800.300,10484.1000,16008.1000,XREF_819,19674.8000,22862.200,7997.9000,A,908902,1.91000,2026-03-30,895335,457106,DOCUME,D,019,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-03-30,019,MAI,MAI,MAI,CMA,2.0700,COMME,019,28753,930434,BAE,AUTHORIZE,VAL,M,DESTI,CUST000019,CUST000019,OPERATION_KEY_8,D,D,B,3.29000,1.68000,A,RATE_CODE_,2.84000,M,RETN_,RETN_,246055.00000,519070.00000,240.0000,NAT,TXN0000000000000819
020,100000000820,BRL,9406,P,14581.500,OFF,100000000820,TRN000000000820,2026-03-31,2026-03-31,TD_DEPOSITER,Td Depositer Name 820,TD_CERT_COLL,Td Cert Collector Name 820,TD_WITHDRAWE,Td Withdrawer Name 820,2026-03-31,E,J,JOINT_HOLDER,2026-03-31,PAY,100000000820,BRL,RA,RO,100000000820,INT,BRL,A,G,G,ADVICE_MEDIA_82,EMAIL_820,CU,D,A,A,REASON_CODE_820,3398,7226,2026-03-31,20776.900,11491.400,3783.7000,3487.7000,XREF_820,18827.3000,4571.500,13145.0000,A,192316,3.19000,2026-03-31,786293,146041,DOCUME,D,020,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-03-31,020,MAI,MAI,MAI,CMA,2.8400,COMME,020,628807,625441,BAE,AUTHORIZE,VAL,M,DESTI,CUST000020,CUST000020,OPERATION_KEY_8,D,D,B,4.28000,1.16000,A,RATE_CODE_,1.69000,M,RETN_,RETN_,951835.00000,467248.00000,22181.3000,NAT,TXN0000000000000820
021,100000000821,USD,1220,P,8771.800,OFF,100000000821,TRN000000000821,2026-04-01,2026-04-01,TD_DEPOSITER,Td Depositer Name 821,TD_CERT_COLL,Td Cert Collector Name 821,TD_WITHDRAWE,Td Withdrawer Name 821,2026-04-01,E,J,JOINT_HOLDER,2026-04-01,PAY,100000000821,USD,RA,RO,100000000821,INT,USD,A,G,G,ADVICE_MEDIA_82,EMAIL_821,CU,D,A,A,REASON_CODE_821,5033,399,2026-04-01,5088.100,14049.300,14602.3000,17415.1000,XREF_821,18790.6000,8307.800,1086.3000,A,904329,1.02000,2026-04-01,33632,167587,DOCUME,D,021,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,FEE,2026-04-01,021,MAI,MAI,MAI,CMA,2.3700,COMME,021,427273,706438,BAE,AUTHORIZE,VAL,M,DESTI,CUST000021,CUST000021,OPERATION_KEY_8,D,D,B,3.32000,3.27000,A,RATE_CODE_,0.82000,M,RETN_,RETN_,309070.00000,468610.00000,12135.0000,NAT,TXN0000000000000821
022,100000000822,PEN,3067,P,6843.700,OFF,100000000822,TRN000000000822,2026-04-02,2026-04-02,TD_DEPOSITER,Td Depositer Name 822,TD_CERT_COLL,Td Cert Collector Name 822,TD_WITHDRAWE,Td Withdrawer Name 822,2026-04-02,E,J,JOINT_HOLDER,2026-04-02,PAY,100000000822,PEN,RA,RO,100000000822,INT,PEN,A,G,G,ADVICE_MEDIA_82,EMAIL_822,CU,D,A,A,REASON_CODE_822,3268,2651,2026-04-02,22846.800,7636.600,15615.7000,3689.8000,XREF_822,10444.3000,15853.000,13994.7000,A,645444,3.71000,2026-04-02,346724,967440,DOCUME,D,022,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,INT,2026-04-02,022,MAI,MAI,MAI,CMA,2.3100,COMME,022,266882,858953,BAE,AUTHORIZE,VAL,M,DESTI,CUST000022,CUST000022,OPERATION_KEY_8,D,D,B,4.12000,2.06000,A,RATE_CODE_,1.67000,M,RETN_,RETN_,903304.00000,255933.00000,800.6000,NAT,TXN0000000000000822
023,100000000823,EUR,2462,P,21950.000,OFF,100000000823,TRN000000000823,2026-04-03,2026-04-03,TD_DEPOSITER,Td Depositer Name 823,TD_CERT_COLL,Td Cert Collector Name 823,TD_WITHDRAWE,Td Withdrawer Name 823,2026-04-03,E,J,JOINT_HOLDER,2026-04-03,PAY,100000000823,EUR,RA,RO,100000000823,INT,EUR,A,G,G,ADVICE_MEDIA_82,EMAIL_823,CU,D,A,A,REASON_CODE_823,9601,7573,2026-04-03,16511.700,23814.700,18476.1000,6207.3000,XREF_823,6447.1000,22296.000,20434.5000,A,712267,3.61000,2026-04-03,370997,168859,DOCUME,D,023,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,REV,2026-04-03,023,MAI,MAI,MAI,CMA,2.3400,COMME,023,732656,876358,BAE,AUTHORIZE,VAL,M,DESTI,CUST000023,CUST000023,OPERATION_KEY_8,D,D,B,1.58000,2.68000,A,RATE_CODE_,1.98000,M,RETN_,RETN_,637441.00000,367666.00000,16421.4000,NAT,TXN0000000000000823
024,100000000824,BRL,2555,P,24764.200,OFF,100000000824,TRN000000000824,2026-04-04,2026-04-04,TD_DEPOSITER,Td Depositer Name 824,TD_CERT_COLL,Td Cert Collector Name 824,TD_WITHDRAWE,Td Withdrawer Name 824,2026-04-04,E,J,JOINT_HOLDER,2026-04-04,PAY,100000000824,BRL,RA,RO,100000000824,INT,BRL,A,G,G,ADVICE_MEDIA_82,EMAIL_824,CU,D,A,A,REASON_CODE_824,3541,9704,2026-04-04,7484.400,10247.000,15610.5000,13288.9000,XREF_824,19178.8000,2332.800,17077.1000,A,806278,0.80000,2026-04-04,586327,959850,DOCUME,D,024,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,PAY,2026-04-04,024,MAI,MAI,MAI,CMA,1.0400,COMME,024,473502,589268,BAE,AUTHORIZE,VAL,M,DESTI,CUST000024,CUST000024,OPERATION_KEY_8,D,D,B,3.36000,1.58000,A,RATE_CODE_,3.32000,M,RETN_,RETN_,267559.00000,459172.00000,23609.1000,NAT,TXN0000000000000824
025,100000000825,USD,1430,P,24413.600,OFF,100000000825,TRN000000000825,2026-04-05,2026-04-05,TD_DEPOSITER,Td Depositer Name 825,TD_CERT_COLL,Td Cert Collector Name 825,TD_WITHDRAWE,Td Withdrawer Name 825,2026-04-05,E,J,JOINT_HOLDER,2026-04-05,PAY,100000000825,USD,RA,RO,100000000825,INT,USD,A,G,G,ADVICE_MEDIA_82,EMAIL_825,CU,D,A,A,REASON_CODE_825,4356,1969,2026-04-05,5716.400,4326.100,14013.7000,15233.0000,XREF_825,5192.6000,23180.200,14140.7000,A,209263,4.36000,2026-04-05,971087,377656,DOCUME,D,025,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,ATM,2026-04-05,025,MAI,MAI,MAI,CMA,1.5700,COMME,025,934568,12663,BAE,AUTHORIZE,VAL,M,DESTI,CUST000025,CUST000025,OPERATION_KEY_8,D,D,B,1.93000,1.29000,A,RATE_CODE_,2.21000,M,RETN_,RETN_,651195.00000,118266.00000,6278.4000,NAT,TXN0000000000000825
001,100000000826,PEN,4217,P,6473.000,OFF,100000000826,TRN000000000826,2026-04-06,2026-04-06,TD_DEPOSITER,Td Depositer Name 826,TD_CERT_COLL,Td Cert Collector Name 826,TD_WITHDRAWE,Td Withdrawer Name 826,2026-04-06,E,J,JOINT_HOLDER,2026-04-06,PAY,100000000826,PEN,RA,RO,100000000826,INT,PEN,A,G,G,ADVICE_MEDIA_82,EMAIL_826,CU,D,A,A,REASON_CODE_826,8916,2060,2026-04-06,3108.200,14715.800,14758.5000,17539.6000,XREF_826,1170.6000,19692.500,16034.2000,A,778723,1.08000,2026-04-06,69646,829124,DOCUME,D,001,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,DEP,2026-04-06,001,MAI,MAI,MAI,CMA,3.0800,COMME,001,309457,317061,BAE,AUTHORIZE,VAL,M,DESTI,CUST000026,CUST000026,OPERATION_KEY_8,D,D,B,2.10000,3.05000,A,RATE_CODE_,4.00000,M,RETN_,RETN_,176015.00000,202216.00000,14815.7000,NAT,TXN0000000000000826
002,100000000827,EUR,1806,P,15168.500,OFF,100000000827,TRN000000000827,2026-04-07,2026-04-07,TD_DEPOSITER,Td Depositer Name 827,TD_CERT_COLL,Td Cert Collector Name 827,TD_WITHDRAWE,Td Withdrawer Name 827,2026-04-07,E,J,JOINT_HOLDER,2026-04-07,PAY,100000000827,EUR,RA,RO,100000000827,INT,EUR,A,G,G,ADVICE_MEDIA_82,EMAIL_827,CU,D,A,A,REASON_CODE_827,2691,2833,2026-04-07,20762.000,5650.500,22928.8000,21641.3000,XREF_827,8088.4000,13722.100,11335.8000,A,784500,3.71000,2026-04-07,118924,719491,DOCUME,D,002,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,WDR,2026-04-07,002,MAI,MAI,MAI,CMA,1.1300,COMME,002,185856,179549,BAE,AUTHORIZE,VAL,M,DESTI,CUST000027,CUST000027,OPERATION_KEY_8,D,D,B,3.93000,2.09000,A,RATE_CODE_,2.93000,M,RETN_,RETN_,406571.00000,237465.00000,23739.5000,NAT,TXN0000000000000827
003,100000000828,BRL,9601,P,15886.500,OFF,100000000828,TRN000000000828,2026-04-08,2026-04-08,TD_DEPOSITER,Td Depositer Name 828,TD_CERT_COLL,Td Cert Collector Name 828,TD_WITHDRAWE,Td Withdrawer Name 828,2026-04-08,E,J,JOINT_HOLDER,2026-04-08,PAY,100000000828,BRL,RA,RO,100000000828,INT,BRL,A,G,G,ADVICE_MEDIA_82,EMAIL_828,CU,D,A,A,REASON_CODE_828,8100,243,2026-04-08,19048.200,2327.900,15459.8000,18942.0000,XREF_828,1991.2000,22259.700,38.3000,A,373490,3.46000,2026-04-08,731247,703467,DOCUME,D,003,CTR,TD_,T,DO,OFI,CRE,TD_,CRE,CRE,LIQ,LIQ,TD_,LIQ,TRF,2026-04-08,003,MAI,MAI,MAI,CMA,1.9900,COMME,003,527434,552775,BAE,AUTHORIZE,VAL,M,DESTI,CUST000028,CUST000028,OPERATION_KEY_8,D,D,B,2.10000,3.05000,A,RATE_CODE_,2.25000,M,RETN_,RETN_,78335.00000,866622.00000,20454.7000,NAT,TXN0000000000000828
