REFERENCE_NO,EVENT_SEQ_NO,INSTRUMENT_NO_1,INSTRUMENT_NO_2,VAL_DATE_BNK,VAL_DATE_CUST,BANK_CODE,BRANCH_CODE,SECTOR_CODE,ROUTING_NO,END_POINT,INSTRUMENT_AMT,LOCAL_CLEARING,DOCUMENT_TYPE,VAL_DATE_BNK_OLD,VAL_DATE_CUST_OLD,ROUTING_NO_OLD,ADDL_RETENTION_DAYS,INSTRUMENT_DATE,REM_ACCOUNT,REM_CUST,REVERSED,HOUSE_LOCATION,DOC_TRACK_NUM,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,DATA_8,DATA_9,CBII_INFO,BATCH_REF_NO,TRN_CODE_TRANS,TXN_ID,SAV_CODE,SAV_VAL_STAT
TRN000000001151,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-25,2026-02-25,BANK_CODE,001,SECTOR_CO,ROUTING_NO_1151,END_POINT,18869.300,L,DOCUMENT_TYPE_1151,2026-02-25,2026-02-25,ROUTING_NO_OLD_1151,9,2026-02-25,100000001151,REM_CUST_1151,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1151,DATA_2_1151,DATA_3_1151,DATA_4_1151,DATA_5_1151,DATA_6_1151,DATA_7_1151,DATA_8_1151,DATA_9_1151,C,BATCH_REF_NO_1151,REV,TXN0000000000001151,SAV_,S
TRN000000001152,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-26,2026-02-26,BANK_CODE,002,SECTOR_CO,ROUTING_NO_1152,END_POINT,17583.900,L,DOCUMENT_TYPE_1152,2026-02-26,2026-02-26,ROUTING_NO_OLD_1152,22,2026-02-26,100000001152,REM_CUST_1152,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1152,DATA_2_1152,DATA_3_1152,DATA_4_1152,DATA_5_1152,DATA_6_1152,DATA_7_1152,DATA_8_1152,DATA_9_1152,C,BATCH_REF_NO_1152,PAY,TXN0000000000001152,SAV_,S
TRN000000001153,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-27,2026-02-27,BANK_CODE,003,SECTOR_CO,ROUTING_NO_1153,END_POINT,18073.700,L,DOCUMENT_TYPE_1153,2026-02-27,2026-02-27,ROUTING_NO_OLD_1153,26,2026-02-27,100000001153,REM_CUST_1153,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1153,DATA_2_1153,DATA_3_1153,DATA_4_1153,DATA_5_1153,DATA_6_1153,DATA_7_1153,DATA_8_1153,DATA_9_1153,C,BATCH_REF_NO_1153,ATM,TXN0000000000001153,SAV_,S
TRN000000001154,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-02-28,2026-02-28,BANK_CODE,004,SECTOR_CO,ROUTING_NO_1154,END_POINT,14407.100,L,DOCUMENT_TYPE_1154,2026-02-28,2026-02-28,ROUTING_NO_OLD_1154,18,2026-02-28,100000001154,REM_CUST_1154,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1154,DATA_2_1154,DATA_3_1154,DATA_4_1154,DATA_5_1154,DATA_6_1154,DATA_7_1154,DATA_8_1154,DATA_9_1154,C,BATCH_REF_NO_1154,DEP,TXN0000000000001154,SAV_,S
TRN000000001155,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-01,2026-03-01,BANK_CODE,005,SECTOR_CO,ROUTING_NO_1155,END_POINT,8889.400,L,DOCUMENT_TYPE_1155,2026-03-01,2026-03-01,ROUTING_NO_OLD_1155,21,2026-03-01,100000001155,REM_CUST_1155,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1155,DATA_2_1155,DATA_3_1155,DATA_4_1155,DATA_5_1155,DATA_6_1155,DATA_7_1155,DATA_8_1155,DATA_9_1155,C,BATCH_REF_NO_1155,WDR,TXN0000000000001155,SAV_,S
TRN000000001156,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-02,2026-03-02,BANK_CODE,006,SECTOR_CO,ROUTING_NO_1156,END_POINT,14485.500,L,DOCUMENT_TYPE_1156,2026-03-02,2026-03-02,ROUTING_NO_OLD_1156,1,2026-03-02,100000001156,REM_CUST_1156,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1156,DATA_2_1156,DATA_3_1156,DATA_4_1156,DATA_5_1156,DATA_6_1156,DATA_7_1156,DATA_8_1156,DATA_9_1156,C,BATCH_REF_NO_1156,TRF,TXN0000000000001156,SAV_,S
TRN000000001157,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-03,2026-03-03,BANK_CODE,007,SECTOR_CO,ROUTING_NO_1157,END_POINT,24480.500,L,DOCUMENT_TYPE_1157,2026-03-03,2026-03-03,ROUTING_NO_OLD_1157,27,2026-03-03,100000001157,REM_CUST_1157,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1157,DATA_2_1157,DATA_3_1157,DATA_4_1157,DATA_5_1157,DATA_6_1157,DATA_7_1157,DATA_8_1157,DATA_9_1157,C,BATCH_REF_NO_1157,FEE,TXN0000000000001157,SAV_,S
TRN000000001158,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-04,2026-03-04,BANK_CODE,008,SECTOR_CO,ROUTING_NO_1158,END_POINT,9439.000,L,DOCUMENT_TYPE_1158,2026-03-04,2026-03-04,ROUTING_NO_OLD_1158,2,2026-03-04,100000001158,REM_CUST_1158,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1158,DATA_2_1158,DATA_3_1158,DATA_4_1158,DATA_5_1158,DATA_6_1158,DATA_7_1158,DATA_8_1158,DATA_9_1158,C,BATCH_REF_NO_1158,INT,TXN0000000000001158,SAV_,S
TRN000000001159,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-05,2026-03-05,BANK_CODE,009,SECTOR_CO,ROUTING_NO_1159,END_POINT,13818.200,L,DOCUMENT_TYPE_1159,2026-03-05,2026-03-05,ROUTING_NO_OLD_1159,31,2026-03-05,100000001159,REM_CUST_1159,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1159,DATA_2_1159,DATA_3_1159,DATA_4_1159,DATA_5_1159,DATA_6_1159,DATA_7_1159,DATA_8_1159,DATA_9_1159,C,BATCH_REF_NO_1159,REV,TXN0000000000001159,SAV_,S
TRN000000001160,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-06,2026-03-06,BANK_CODE,010,SECTOR_CO,ROUTING_NO_1160,END_POINT,10064.300,L,DOCUMENT_TYPE_1160,2026-03-06,2026-03-06,ROUTING_NO_OLD_1160,5,2026-03-06,100000001160,REM_CUST_1160,Y,HOUS,DOC_TRACK_NUM_1,DATA_1_1160,DATA_2_1160,DATA_3_1160,DATA_4_1160,DATA_5_1160,DATA_6_1160,DATA_7_1160,DATA_8_1160,DATA_9_1160,C,BATCH_REF_NO_1160,PAY,TXN0000000000001160,SAV_,S
TRN000000001161,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-07,2026-03-07,BANK_CODE,011,SECTOR_CO,ROUTING_NO_1161,END_POINT,9488.700,L,DOCUMENT_TYPE_1161,2026-03-07,2026-03-07,ROUTING_NO_OLD_1161,25,2026-03-07,100000001161,REM_CUST_1161,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1161,DATA_2_1161,DATA_3_1161,DATA_4_1161,DATA_5_1161,DATA_6_1161,DATA_7_1161,DATA_8_1161,DATA_9_1161,C,BATCH_REF_NO_1161,ATM,TXN0000000000001161,SAV_,S
TRN000000001162,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-08,2026-03-08,BANK_CODE,012,SECTOR_CO,ROUTING_NO_1162,END_POINT,22755.800,L,DOCUMENT_TYPE_1162,2026-03-08,2026-03-08,ROUTING_NO_OLD_1162,23,2026-03-08,100000001162,REM_CUST_1162,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1162,DATA_2_1162,DATA_3_1162,DATA_4_1162,DATA_5_1162,DATA_6_1162,DATA_7_1162,DATA_8_1162,DATA_9_1162,C,BATCH_REF_NO_1162,DEP,TXN0000000000001162,SAV_,S
TRN000000001163,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-09,2026-03-09,BANK_CODE,013,SECTOR_CO,ROUTING_NO_1163,END_POINT,9421.400,L,DOCUMENT_TYPE_1163,2026-03-09,2026-03-09,ROUTING_NO_OLD_1163,31,2026-03-09,100000001163,REM_CUST_1163,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1163,DATA_2_1163,DATA_3_1163,DATA_4_1163,DATA_5_1163,DATA_6_1163,DATA_7_1163,DATA_8_1163,DATA_9_1163,C,BATCH_REF_NO_1163,WDR,TXN0000000000001163,SAV_,S
TRN000000001164,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-10,2026-03-10,BANK_CODE,014,SECTOR_CO,ROUTING_NO_1164,END_POINT,7950.400,L,DOCUMENT_TYPE_1164,2026-03-10,2026-03-10,ROUTING_NO_OLD_1164,18,2026-03-10,100000001164,REM_CUST_1164,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1164,DATA_2_1164,DATA_3_1164,DATA_4_1164,DATA_5_1164,DATA_6_1164,DATA_7_1164,DATA_8_1164,DATA_9_1164,C,BATCH_REF_NO_1164,TRF,TXN0000000000001164,SAV_,S
TRN000000001165,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-11,2026-03-11,BANK_CODE,015,SECTOR_CO,ROUTING_NO_1165,END_POINT,21284.500,L,DOCUMENT_TYPE_1165,2026-03-11,2026-03-11,ROUTING_NO_OLD_1165,26,2026-03-11,100000001165,REM_CUST_1165,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1165,DATA_2_1165,DATA_3_1165,DATA_4_1165,DATA_5_1165,DATA_6_1165,DATA_7_1165,DATA_8_1165,DATA_9_1165,C,BATCH_REF_NO_1165,FEE,TXN0000000000001165,SAV_,S
TRN000000001166,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-12,2026-03-12,BANK_CODE,016,SECTOR_CO,ROUTING_NO_1166,END_POINT,3789.000,L,DOCUMENT_TYPE_1166,2026-03-12,2026-03-12,ROUTING_NO_OLD_1166,21,2026-03-12,100000001166,REM_CUST_1166,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1166,DATA_2_1166,DATA_3_1166,DATA_4_1166,DATA_5_1166,DATA_6_1166,DATA_7_1166,DATA_8_1166,DATA_9_1166,C,BATCH_REF_NO_1166,INT,TXN0000000000001166,SAV_,S
TRN000000001167,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-13,2026-03-13,BANK_CODE,017,SECTOR_CO,ROUTING_NO_1167,END_POINT,22109.600,L,DOCUMENT_TYPE_1167,2026-03-13,2026-03-13,ROUTING_NO_OLD_1167,4,2026-03-13,100000001167,REM_CUST_1167,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1167,DATA_2_1167,DATA_3_1167,DATA_4_1167,DATA_5_1167,DATA_6_1167,DATA_7_1167,DATA_8_1167,DATA_9_1167,C,BATCH_REF_NO_1167,REV,TXN0000000000001167,SAV_,S
TRN000000001168,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-14,2026-03-14,BANK_CODE,018,SECTOR_CO,ROUTING_NO_1168,END_POINT,23842.400,L,DOCUMENT_TYPE_1168,2026-03-14,2026-03-14,ROUTING_NO_OLD_1168,34,2026-03-14,100000001168,REM_CUST_1168,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1168,DATA_2_1168,DATA_3_1168,DATA_4_1168,DATA_5_1168,DATA_6_1168,DATA_7_1168,DATA_8_1168,DATA_9_1168,C,BATCH_REF_NO_1168,PAY,TXN0000000000001168,SAV_,S
TRN000000001169,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-15,2026-03-15,BANK_CODE,019,SECTOR_CO,ROUTING_NO_1169,END_POINT,17626.500,L,DOCUMENT_TYPE_1169,2026-03-15,2026-03-15,ROUTING_NO_OLD_1169,19,2026-03-15,100000001169,REM_CUST_1169,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1169,DATA_2_1169,DATA_3_1169,DATA_4_1169,DATA_5_1169,DATA_6_1169,DATA_7_1169,DATA_8_1169,DATA_9_1169,C,BATCH_REF_NO_1169,ATM,TXN0000000000001169,SAV_,S
TRN000000001170,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-16,2026-03-16,BANK_CODE,020,SECTOR_CO,ROUTING_NO_1170,END_POINT,21359.600,L,DOCUMENT_TYPE_1170,2026-03-16,2026-03-16,ROUTING_NO_OLD_1170,21,2026-03-16,100000001170,REM_CUST_1170,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1170,DATA_2_1170,DATA_3_1170,DATA_4_1170,DATA_5_1170,DATA_6_1170,DATA_7_1170,DATA_8_1170,DATA_9_1170,C,BATCH_REF_NO_1170,DEP,TXN0000000000001170,SAV_,S
TRN000000001171,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-17,2026-03-17,BANK_CODE,021,SECTOR_CO,ROUTING_NO_1171,END_POINT,24652.400,L,DOCUMENT_TYPE_1171,2026-03-17,2026-03-17,ROUTING_NO_OLD_1171,7,2026-03-17,100000001171,REM_CUST_1171,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1171,DATA_2_1171,DATA_3_1171,DATA_4_1171,DATA_5_1171,DATA_6_1171,DATA_7_1171,DATA_8_1171,DATA_9_1171,C,BATCH_REF_NO_1171,WDR,TXN0000000000001171,SAV_,S
TRN000000001172,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-18,2026-03-18,BANK_CODE,022,SECTOR_CO,ROUTING_NO_1172,END_POINT,22173.000,L,DOCUMENT_TYPE_1172,2026-03-18,2026-03-18,ROUTING_NO_OLD_1172,23,2026-03-18,100000001172,REM_CUST_1172,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1172,DATA_2_1172,DATA_3_1172,DATA_4_1172,DATA_5_1172,DATA_6_1172,DATA_7_1172,DATA_8_1172,DATA_9_1172,C,BATCH_REF_NO_1172,TRF,TXN0000000000001172,SAV_,S
TRN000000001173,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-19,2026-03-19,BANK_CODE,023,SECTOR_CO,ROUTING_NO_1173,END_POINT,13802.300,L,DOCUMENT_TYPE_1173,2026-03-19,2026-03-19,ROUTING_NO_OLD_1173,35,2026-03-19,100000001173,REM_CUST_1173,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1173,DATA_2_1173,DATA_3_1173,DATA_4_1173,DATA_5_1173,DATA_6_1173,DATA_7_1173,DATA_8_1173,DATA_9_1173,C,BATCH_REF_NO_1173,FEE,TXN0000000000001173,SAV_,S
TRN000000001174,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-20,2026-03-20,BANK_CODE,024,SECTOR_CO,ROUTING_NO_1174,END_POINT,7838.500,L,DOCUMENT_TYPE_1174,2026-03-20,2026-03-20,ROUTING_NO_OLD_1174,23,2026-03-20,100000001174,REM_CUST_1174,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1174,DATA_2_1174,DATA_3_1174,DATA_4_1174,DATA_5_1174,DATA_6_1174,DATA_7_1174,DATA_8_1174,DATA_9_1174,C,BATCH_REF_NO_1174,INT,TXN0000000000001174,SAV_,S
TRN000000001175,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-21,2026-03-21,BANK_CODE,025,SECTOR_CO,ROUTING_NO_1175,END_POINT,15575.900,L,DOCUMENT_TYPE_1175,2026-03-21,2026-03-21,ROUTING_NO_OLD_1175,19,2026-03-21,100000001175,REM_CUST_1175,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1175,DATA_2_1175,DATA_3_1175,DATA_4_1175,DATA_5_1175,DATA_6_1175,DATA_7_1175,DATA_8_1175,DATA_9_1175,C,BATCH_REF_NO_1175,REV,TXN0000000000001175,SAV_,S
TRN000000001176,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-22,2026-03-22,BANK_CODE,001,SECTOR_CO,ROUTING_NO_1176,END_POINT,9579.200,L,DOCUMENT_TYPE_1176,2026-03-22,2026-03-22,ROUTING_NO_OLD_1176,11,2026-03-22,100000001176,REM_CUST_1176,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1176,DATA_2_1176,DATA_3_1176,DATA_4_1176,DATA_5_1176,DATA_6_1176,DATA_7_1176,DATA_8_1176,DATA_9_1176,C,BATCH_REF_NO_1176,PAY,TXN0000000000001176,SAV_,S
TRN000000001177,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-23,2026-03-23,BANK_CODE,002,SECTOR_CO,ROUTING_NO_1177,END_POINT,19187.500,L,DOCUMENT_TYPE_1177,2026-03-23,2026-03-23,ROUTING_NO_OLD_1177,19,2026-03-23,100000001177,REM_CUST_1177,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1177,DATA_2_1177,DATA_3_1177,DATA_4_1177,DATA_5_1177,DATA_6_1177,DATA_7_1177,DATA_8_1177,DATA_9_1177,C,BATCH_REF_NO_1177,ATM,TXN0000000000001177,SAV_,S
TRN000000001178,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-24,2026-03-24,BANK_CODE,003,SECTOR_CO,ROUTING_NO_1178,END_POINT,14103.600,L,DOCUMENT_TYPE_1178,2026-03-24,2026-03-24,ROUTING_NO_OLD_1178,0,2026-03-24,100000001178,REM_CUST_1178,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1178,DATA_2_1178,DATA_3_1178,DATA_4_1178,DATA_5_1178,DATA_6_1178,DATA_7_1178,DATA_8_1178,DATA_9_1178,C,BATCH_REF_NO_1178,DEP,TXN0000000000001178,SAV_,S
TRN000000001179,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-25,2026-03-25,BANK_CODE,004,SECTOR_CO,ROUTING_NO_1179,END_POINT,14477.400,L,DOCUMENT_TYPE_1179,2026-03-25,2026-03-25,ROUTING_NO_OLD_1179,13,2026-03-25,100000001179,REM_CUST_1179,Y,HOUS,DOC_TRACK_NUM_1,DATA_1_1179,DATA_2_1179,DATA_3_1179,DATA_4_1179,DATA_5_1179,DATA_6_1179,DATA_7_1179,DATA_8_1179,DATA_9_1179,C,BATCH_REF_NO_1179,WDR,TXN0000000000001179,SAV_,S
TRN000000001180,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-26,2026-03-26,BANK_CODE,005,SECTOR_CO,ROUTING_NO_1180,END_POINT,14355.400,L,DOCUMENT_TYPE_1180,2026-03-26,2026-03-26,ROUTING_NO_OLD_1180,20,2026-03-26,100000001180,REM_CUST_1180,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1180,DATA_2_1180,DATA_3_1180,DATA_4_1180,DATA_5_1180,DATA_6_1180,DATA_7_1180,DATA_8_1180,DATA_9_1180,C,BATCH_REF_NO_1180,TRF,TXN0000000000001180,SAV_,S
TRN000000001181,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-27,2026-03-27,BANK_CODE,006,SECTOR_CO,ROUTING_NO_1181,END_POINT,19629.700,L,DOCUMENT_TYPE_1181,2026-03-27,2026-03-27,ROUTING_NO_OLD_1181,2,2026-03-27,100000001181,REM_CUST_1181,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1181,DATA_2_1181,DATA_3_1181,DATA_4_1181,DATA_5_1181,DATA_6_1181,DATA_7_1181,DATA_8_1181,DATA_9_1181,C,BATCH_REF_NO_1181,FEE,TXN0000000000001181,SAV_,S
TRN000000001182,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-28,2026-03-28,BANK_CODE,007,SECTOR_CO,ROUTING_NO_1182,END_POINT,19711.900,L,DOCUMENT_TYPE_1182,2026-03-28,2026-03-28,ROUTING_NO_OLD_1182,8,2026-03-28,100000001182,REM_CUST_1182,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1182,DATA_2_1182,DATA_3_1182,DATA_4_1182,DATA_5_1182,DATA_6_1182,DATA_7_1182,DATA_8_1182,DATA_9_1182,C,BATCH_REF_NO_1182,INT,TXN0000000000001182,SAV_,S
TRN000000001183,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-29,2026-03-29,BANK_CODE,008,SECTOR_CO,ROUTING_NO_1183,END_POINT,19375.600,L,DOCUMENT_TYPE_1183,2026-03-29,2026-03-29,ROUTING_NO_OLD_1183,18,2026-03-29,100000001183,REM_CUST_1183,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1183,DATA_2_1183,DATA_3_1183,DATA_4_1183,DATA_5_1183,DATA_6_1183,DATA_7_1183,DATA_8_1183,DATA_9_1183,C,BATCH_REF_NO_1183,REV,TXN0000000000001183,SAV_,S
TRN000000001184,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-30,2026-03-30,BANK_CODE,009,SECTOR_CO,ROUTING_NO_1184,END_POINT,23314.700,L,DOCUMENT_TYPE_1184,2026-03-30,2026-03-30,ROUTING_NO_OLD_1184,13,2026-03-30,100000001184,REM_CUST_1184,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1184,DATA_2_1184,DATA_3_1184,DATA_4_1184,DATA_5_1184,DATA_6_1184,DATA_7_1184,DATA_8_1184,DATA_9_1184,C,BATCH_REF_NO_1184,PAY,TXN0000000000001184,SAV_,S
TRN000000001185,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-03-31,2026-03-31,BANK_CODE,010,SECTOR_CO,ROUTING_NO_1185,END_POINT,50756.800,L,DOCUMENT_TYPE_1185,2026-03-31,2026-03-31,ROUTING_NO_OLD_1185,25,2026-03-31,100000001185,REM_CUST_1185,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1185,DATA_2_1185,DATA_3_1185,DATA_4_1185,DATA_5_1185,DATA_6_1185,DATA_7_1185,DATA_8_1185,DATA_9_1185,C,BATCH_REF_NO_1185,ATM,TXN0000000000001185,SAV_,S
TRN000000001186,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-01,2026-04-01,BANK_CODE,011,SECTOR_CO,ROUTING_NO_1186,END_POINT,21861.100,L,DOCUMENT_TYPE_1186,2026-04-01,2026-04-01,ROUTING_NO_OLD_1186,34,2026-04-01,100000001186,REM_CUST_1186,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1186,DATA_2_1186,DATA_3_1186,DATA_4_1186,DATA_5_1186,DATA_6_1186,DATA_7_1186,DATA_8_1186,DATA_9_1186,C,BATCH_REF_NO_1186,DEP,TXN0000000000001186,SAV_,S
TRN000000001187,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-02,2026-04-02,BANK_CODE,012,SECTOR_CO,ROUTING_NO_1187,END_POINT,22227.000,L,DOCUMENT_TYPE_1187,2026-04-02,2026-04-02,ROUTING_NO_OLD_1187,14,2026-04-02,100000001187,REM_CUST_1187,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1187,DATA_2_1187,DATA_3_1187,DATA_4_1187,DATA_5_1187,DATA_6_1187,DATA_7_1187,DATA_8_1187,DATA_9_1187,C,BATCH_REF_NO_1187,WDR,TXN0000000000001187,SAV_,S
TRN000000001188,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-03,2026-04-03,BANK_CODE,013,SECTOR_CO,ROUTING_NO_1188,END_POINT,20162.700,L,DOCUMENT_TYPE_1188,2026-04-03,2026-04-03,ROUTING_NO_OLD_1188,6,2026-04-03,100000001188,REM_CUST_1188,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1188,DATA_2_1188,DATA_3_1188,DATA_4_1188,DATA_5_1188,DATA_6_1188,DATA_7_1188,DATA_8_1188,DATA_9_1188,C,BATCH_REF_NO_1188,TRF,TXN0000000000001188,SAV_,S
TRN000000001189,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-04,2026-04-04,BANK_CODE,014,SECTOR_CO,ROUTING_NO_1189,END_POINT,7135.500,L,DOCUMENT_TYPE_1189,2026-04-04,2026-04-04,ROUTING_NO_OLD_1189,35,2026-04-04,100000001189,REM_CUST_1189,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1189,DATA_2_1189,DATA_3_1189,DATA_4_1189,DATA_5_1189,DATA_6_1189,DATA_7_1189,DATA_8_1189,DATA_9_1189,C,BATCH_REF_NO_1189,FEE,TXN0000000000001189,SAV_,S
TRN000000001190,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-05,2026-04-05,BANK_CODE,015,SECTOR_CO,ROUTING_NO_1190,END_POINT,22726.900,L,DOCUMENT_TYPE_1190,2026-04-05,2026-04-05,ROUTING_NO_OLD_1190,35,2026-04-05,100000001190,REM_CUST_1190,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1190,DATA_2_1190,DATA_3_1190,DATA_4_1190,DATA_5_1190,DATA_6_1190,DATA_7_1190,DATA_8_1190,DATA_9_1190,C,BATCH_REF_NO_1190,INT,TXN0000000000001190,SAV_,S
TRN000000001191,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-06,2026-04-06,BANK_CODE,016,SECTOR_CO,ROUTING_NO_1191,END_POINT,8793.300,L,DOCUMENT_TYPE_1191,2026-04-06,2026-04-06,ROUTING_NO_OLD_1191,34,2026-04-06,100000001191,REM_CUST_1191,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1191,DATA_2_1191,DATA_3_1191,DATA_4_1191,DATA_5_1191,DATA_6_1191,DATA_7_1191,DATA_8_1191,DATA_9_1191,C,BATCH_REF_NO_1191,REV,TXN0000000000001191,SAV_,S
TRN000000001192,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-07,2026-04-07,BANK_CODE,017,SECTOR_CO,ROUTING_NO_1192,END_POINT,20415.100,L,DOCUMENT_TYPE_1192,2026-04-07,2026-04-07,ROUTING_NO_OLD_1192,21,2026-04-07,100000001192,REM_CUST_1192,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1192,DATA_2_1192,DATA_3_1192,DATA_4_1192,DATA_5_1192,DATA_6_1192,DATA_7_1192,DATA_8_1192,DATA_9_1192,C,BATCH_REF_NO_1192,PAY,TXN0000000000001192,SAV_,S
TRN000000001193,EVEN,INSTRUMENT_NO_1_,INSTRUMENT_NO_2_,2026-04-08,2026-04-08,BANK_CODE,018,SECTOR_CO,ROUTING_NO_1193,END_POINT,17304.000,L,DOCUMENT_TYPE_1193,2026-04-08,2026-04-08,ROUTING_NO_OLD_1193,23,2026-04-08,100000001193,REM_CUST_1193,N,HOUS,DOC_TRACK_NUM_1,DATA_1_1193,DATA_2_1193,DATA_3_1193,DATA_4_1193,DATA_5_1193,DATA_6_1193,DATA_7_1193,DATA_8_1193,DATA_9_1193,C,BATCH_REF_NO_1193,ATM,TXN0000000000001193,SAV_,S
