BRN,ACC,PROD,SC_MAP_DT,GC_MAP_DT,LAST_CALC_DT,LAST_LIQ_DT,NEXT_LIQ_DT,LAST_ACCR_DT,NEXT_ACCR_DT,LAST_SCHD_LIQ_DT,INC_MTH,NEXT_SCHD_LIQ_DT,FIRST_CALC_DT,NEXT_SCHD_ACCR_DT,PROD_TYPE,HAS_ACCR,NEXT_CALC_DT,PROD_ACCR,HAS_PROBLEMS,BKVAL_RECALC_FLAG,BKVAL_MINCALC_DATE,STOP_IC,FIRST_FIRST_CALC_DATE,NEXT_EVENT_DT,CCY,ACLASS,PROCESS,MIS_REFERENCE,DEPOSIT,IMAT_PROBLEMS,DEFER_LIQ_DT,TAX_PRODUCT,HAS_IADJ
020,100000000820,PROD,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,2026-03-31,I,2026-03-31,2026-03-31,2026-03-31,P,1,2026-03-31,1,H,N,2026-03-31,S,2026-03-31,2026-03-31,BRL,ACLASS,51,MIS_REFERENCE_82,D,I,2026-03-31,T,H
021,100000000821,PROD,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2026-04-01,2026-04-01,I,2026-04-01,2026-04-01,2026-04-01,P,1,2026-04-01,1,H,Y,2026-04-01,S,2026-04-01,2026-04-01,USD,ACLASS,34,MIS_REFERENCE_82,D,I,2026-04-01,C,H
022,100000000822,PROD,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2026-04-02,2026-04-02,I,2026-04-02,2026-04-02,2026-04-02,P,1,2026-04-02,1,H,N,2026-04-02,S,2026-04-02,2026-04-02,PEN,ACLASS,42,MIS_REFERENCE_82,D,I,2026-04-02,C,H
023,100000000823,PROD,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2026-04-03,I,2026-04-03,2026-04-03,2026-04-03,P,1,2026-04-03,1,H,N,2026-04-03,S,2026-04-03,2026-04-03,EUR,ACLASS,29,MIS_REFERENCE_82,D,I,2026-04-03,S,H
024,100000000824,PROD,2026-04-04,2026-04-04,2026-04-04,2026-04-04,2026-04-04,2026-04-04,2026-04-04,2026-04-04,I,2026-04-04,2026-04-04,2026-04-04,P,1,2026-04-04,1,H,N,2026-04-04,S,2026-04-04,2026-04-04,BRL,ACLASS,73,MIS_REFERENCE_82,D,I,2026-04-04,C,H
025,100000000825,PROD,2026-04-05,2026-04-05,2026-04-05,2026-04-05,2026-04-05,2026-04-05,2026-04-05,2026-04-05,I,2026-04-05,2026-04-05,2026-04-05,P,1,2026-04-05,1,H,N,2026-04-05,S,2026-04-05,2026-04-05,USD,ACLASS,99,MIS_REFERENCE_82,D,I,2026-04-05,L,H
001,100000000826,PROD,2026-04-06,2026-04-06,2026-04-06,2026-04-06,2026-04-06,2026-04-06,2026-04-06,2026-04-06,I,2026-04-06,2026-04-06,2026-04-06,P,1,2026-04-06,1,H,Y,2026-04-06,S,2026-04-06,2026-04-06,PEN,ACLASS,57,MIS_REFERENCE_82,D,I,2026-04-06,T,H
002,100000000827,PROD,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2026-04-07,2026-04-07,I,2026-04-07,2026-04-07,2026-04-07,P,1,2026-04-07,1,H,N,2026-04-07,S,2026-04-07,2026-04-07,EUR,ACLASS,14,MIS_REFERENCE_82,D,I,2026-04-07,C,H
003,100000000828,PROD,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,2026-04-08,I,2026-04-08,2026-04-08,2026-04-08,P,1,2026-04-08,1,H,N,2026-04-08,S,2026-04-08,2026-04-08,BRL,ACLASS,64,MIS_REFERENCE_82,D,I,2026-04-08,C,H
004,100000000829,PROD,2026-04-09,2026-04-09,2026-04-09,2026-04-09,2026-04-09,2026-04-09,2026-04-09,2026-04-09,I,2026-04-09,2026-04-09,2026-04-09,P,1,2026-04-09,1,H,N,2026-04-09,S,2026-04-09,2026-04-09,USD,ACLASS,78,MIS_REFERENCE_82,D,I,2026-04-09,S,H
005,100000000830,PROD,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2026-04-10,I,2026-04-10,2026-04-10,2026-04-10,P,1,2026-04-10,1,H,N,2026-04-10,S,2026-04-10,2026-04-10,PEN,ACLASS,92,MIS_REFERENCE_83,D,I,2026-04-10,C,H
006,100000000831,PROD,2026-04-11,2026-04-11,2026-04-11,2026-04-11,2026-04-11,2026-04-11,2026-04-11,2026-04-11,I,2026-04-11,2026-04-11,2026-04-11,P,1,2026-04-11,1,H,Y,2026-04-11,S,2026-04-11,2026-04-11,EUR,ACLASS,57,MIS_REFERENCE_83,D,I,2026-04-11,L,H
007,100000000832,PROD,2026-04-12,2026-04-12,2026-04-12,2026-04-12,2026-04-12,2026-04-12,2026-04-12,2026-04-12,I,2026-04-12,2026-04-12,2026-04-12,P,1,2026-04-12,1,H,N,2026-04-12,S,2026-04-12,2026-04-12,BRL,ACLASS,20,MIS_REFERENCE_83,D,I,2026-04-12,T,H
008,100000000833,PROD,2026-04-13,2026-04-13,2026-04-13,2026-04-13,2026-04-13,2026-04-13,2026-04-13,2026-04-13,I,2026-04-13,2026-04-13,2026-04-13,P,1,2026-04-13,1,H,N,2026-04-13,S,2026-04-13,2026-04-13,USD,ACLASS,9,MIS_REFERENCE_83,D,I,2026-04-13,C,H
009,100000000834,PROD,2026-04-14,2026-04-14,2026-04-14,2026-04-14,2026-04-14,2026-04-14,2026-04-14,2026-04-14,I,2026-04-14,2026-04-14,2026-04-14,P,1,2026-04-14,1,H,N,2026-04-14,S,2026-04-14,2026-04-14,PEN,ACLASS,83,MIS_REFERENCE_83,D,I,2026-04-14,C,H
010,100000000835,PROD,2026-04-15,2026-04-15,2026-04-15,2026-04-15,2026-04-15,2026-04-15,2026-04-15,2026-04-15,I,2026-04-15,2026-04-15,2026-04-15,P,1,2026-04-15,1,H,N,2026-04-15,S,2026-04-15,2026-04-15,EUR,ACLASS,85,MIS_REFERENCE_83,D,I,2026-04-15,S,H
011,100000000836,PROD,2026-04-16,2026-04-16,2026-04-16,2026-04-16,2026-04-16,2026-04-16,2026-04-16,2026-04-16,I,2026-04-16,2026-04-16,2026-04-16,P,1,2026-04-16,1,H,Y,2026-04-16,S,2026-04-16,2026-04-16,BRL,ACLASS,93,MIS_REFERENCE_83,D,I,2026-04-16,C,H
012,100000000837,PROD,2026-04-17,2026-04-17,2026-04-17,2026-04-17,2026-04-17,2026-04-17,2026-04-17,2026-04-17,I,2026-04-17,2026-04-17,2026-04-17,P,1,2026-04-17,1,H,N,2026-04-17,S,2026-04-17,2026-04-17,USD,ACLASS,66,MIS_REFERENCE_83,D,I,2026-04-17,L,H
013,100000000838,PROD,2026-04-18,2026-04-18,2026-04-18,2026-04-18,2026-04-18,2026-04-18,2026-04-18,2026-04-18,I,2026-04-18,2026-04-18,2026-04-18,P,1,2026-04-18,1,H,N,2026-04-18,S,2026-04-18,2026-04-18,PEN,ACLASS,69,MIS_REFERENCE_83,D,I,2026-04-18,T,H
014,100000000839,PROD,2026-04-19,2026-04-19,2026-04-19,2026-04-19,2026-04-19,2026-04-19,2026-04-19,2026-04-19,I,2026-04-19,2026-04-19,2026-04-19,P,1,2026-04-19,1,H,N,2026-04-19,S,2026-04-19,2026-04-19,EUR,ACLASS,95,MIS_REFERENCE_83,D,I,2026-04-19,C,H
015,100000000840,PROD,2026-04-20,2026-04-20,2026-04-20,2026-04-20,2026-04-20,2026-04-20,2026-04-20,2026-04-20,I,2026-04-20,2026-04-20,2026-04-20,P,1,2026-04-20,1,H,N,2026-04-20,S,2026-04-20,2026-04-20,BRL,ACLASS,96,MIS_REFERENCE_84,D,I,2026-04-20,C,H
016,100000000841,PROD,2026-04-21,2026-04-21,2026-04-21,2026-04-21,2026-04-21,2026-04-21,2026-04-21,2026-04-21,I,2026-04-21,2026-04-21,2026-04-21,P,1,2026-04-21,1,H,Y,2026-04-21,S,2026-04-21,2026-04-21,USD,ACLASS,98,MIS_REFERENCE_84,D,I,2026-04-21,S,H
017,100000000842,PROD,2026-04-22,2026-04-22,2026-04-22,2026-04-22,2026-04-22,2026-04-22,2026-04-22,2026-04-22,I,2026-04-22,2026-04-22,2026-04-22,P,1,2026-04-22,1,H,N,2026-04-22,S,2026-04-22,2026-04-22,PEN,ACLASS,25,MIS_REFERENCE_84,D,I,2026-04-22,C,H
018,100000000843,PROD,2026-04-23,2026-04-23,2026-04-23,2026-04-23,2026-04-23,2026-04-23,2026-04-23,2026-04-23,I,2026-04-23,2026-04-23,2026-04-23,P,1,2026-04-23,1,H,N,2026-04-23,S,2026-04-23,2026-04-23,EUR,ACLASS,17,MIS_REFERENCE_84,D,I,2026-04-23,L,H
019,100000000844,PROD,2026-04-24,2026-04-24,2026-04-24,2026-04-24,2026-04-24,2026-04-24,2026-04-24,2026-04-24,I,2026-04-24,2026-04-24,2026-04-24,P,1,2026-04-24,1,H,N,2026-04-24,S,2026-04-24,2026-04-24,BRL,ACLASS,62,MIS_REFERENCE_84,D,I,2026-04-24,T,H
020,100000000845,PROD,2026-04-25,2026-04-25,2026-04-25,2026-04-25,2026-04-25,2026-04-25,2026-04-25,2026-04-25,I,2026-04-25,2026-04-25,2026-04-25,P,1,2026-04-25,1,H,N,2026-04-25,S,2026-04-25,2026-04-25,USD,ACLASS,60,MIS_REFERENCE_84,D,I,2026-04-25,C,H
021,100000000846,PROD,2026-04-26,2026-04-26,2026-04-26,2026-04-26,2026-04-26,2026-04-26,2026-04-26,2026-04-26,I,2026-04-26,2026-04-26,2026-04-26,P,1,2026-04-26,1,H,Y,2026-04-26,S,2026-04-26,2026-04-26,PEN,ACLASS,96,MIS_REFERENCE_84,D,I,2026-04-26,C,H
022,100000000847,PROD,2026-04-27,2026-04-27,2026-04-27,2026-04-27,2026-04-27,2026-04-27,2026-04-27,2026-04-27,I,2026-04-27,2026-04-27,2026-04-27,P,1,2026-04-27,1,H,N,2026-04-27,S,2026-04-27,2026-04-27,EUR,ACLASS,50,MIS_REFERENCE_84,D,I,2026-04-27,S,H
023,100000000848,PROD,2026-04-28,2026-04-28,2026-04-28,2026-04-28,2026-04-28,2026-04-28,2026-04-28,2026-04-28,I,2026-04-28,2026-04-28,2026-04-28,P,1,2026-04-28,1,H,N,2026-04-28,S,2026-04-28,2026-04-28,BRL,ACLASS,87,MIS_REFERENCE_84,D,I,2026-04-28,C,H
024,100000000849,PROD,2026-04-29,2026-04-29,2026-04-29,2026-04-29,2026-04-29,2026-04-29,2026-04-29,2026-04-29,I,2026-04-29,2026-04-29,2026-04-29,P,1,2026-04-29,1,H,N,2026-04-29,S,2026-04-29,2026-04-29,USD,ACLASS,74,MIS_REFERENCE_84,D,I,2026-04-29,L,H
025,100000000850,PROD,2026-04-30,2026-04-30,2026-04-30,2026-04-30,2026-04-30,2026-04-30,2026-04-30,2026-04-30,I,2026-04-30,2026-04-30,2026-04-30,P,1,2026-04-30,1,H,N,2026-04-30,S,2026-04-30,2026-04-30,PEN,ACLASS,32,MIS_REFERENCE_85,D,I,2026-04-30,T,H
001,100000000851,PROD,2026-05-01,2026-05-01,2026-05-01,2026-05-01,2026-05-01,2026-05-01,2026-05-01,2026-05-01,I,2026-05-01,2026-05-01,2026-05-01,P,1,2026-05-01,1,H,Y,2026-05-01,S,2026-05-01,2026-05-01,EUR,ACLASS,65,MIS_REFERENCE_85,D,I,2026-05-01,C,H
002,100000000852,PROD,2026-05-02,2026-05-02,2026-05-02,2026-05-02,2026-05-02,2026-05-02,2026-05-02,2026-05-02,I,2026-05-02,2026-05-02,2026-05-02,P,1,2026-05-02,1,H,N,2026-05-02,S,2026-05-02,2026-05-02,BRL,ACLASS,26,MIS_REFERENCE_85,D,I,2026-05-02,C,H
003,100000000853,PROD,2026-05-03,2026-05-03,2026-05-03,2026-05-03,2026-05-03,2026-05-03,2026-05-03,2026-05-03,I,2026-05-03,2026-05-03,2026-05-03,P,1,2026-05-03,1,H,N,2026-05-03,S,2026-05-03,2026-05-03,USD,ACLASS,11,MIS_REFERENCE_85,D,I,2026-05-03,S,H
004,100000000854,PROD,2026-05-04,2026-05-04,2026-05-04,2026-05-04,2026-05-04,2026-05-04,2026-05-04,2026-05-04,I,2026-05-04,2026-05-04,2026-05-04,P,1,2026-05-04,1,H,N,2026-05-04,S,2026-05-04,2026-05-04,PEN,ACLASS,96,MIS_REFERENCE_85,D,I,2026-05-04,C,H
005,100000000855,PROD,2026-05-05,2026-05-05,2026-05-05,2026-05-05,2026-05-05,2026-05-05,2026-05-05,2026-05-05,I,2026-05-05,2026-05-05,2026-05-05,P,1,2026-05-05,1,H,N,2026-05-05,S,2026-05-05,2026-05-05,EUR,ACLASS,32,MIS_REFERENCE_85,D,I,2026-05-05,L,H
006,100000000856,PROD,2026-05-06,2026-05-06,2026-05-06,2026-05-06,2026-05-06,2026-05-06,2026-05-06,2026-05-06,I,2026-05-06,2026-05-06,2026-05-06,P,1,2026-05-06,1,H,Y,2026-05-06,S,2026-05-06,2026-05-06,BRL,ACLASS,65,MIS_REFERENCE_85,D,I,2026-05-06,T,H
007,100000000857,PROD,2026-05-07,2026-05-07,2026-05-07,2026-05-07,2026-05-07,2026-05-07,2026-05-07,2026-05-07,I,2026-05-07,2026-05-07,2026-05-07,P,1,2026-05-07,1,H,N,2026-05-07,S,2026-05-07,2026-05-07,USD,ACLASS,91,MIS_REFERENCE_85,D,I,2026-05-07,C,H
008,100000000858,PROD,2026-05-08,2026-05-08,2026-05-08,2026-05-08,2026-05-08,2026-05-08,2026-05-08,2026-05-08,I,2026-05-08,2026-05-08,2026-05-08,P,1,2026-05-08,1,H,N,2026-05-08,S,2026-05-08,2026-05-08,PEN,ACLASS,58,MIS_REFERENCE_85,D,I,2026-05-08,C,H
009,100000000859,PROD,2026-05-09,2026-05-09,2026-05-09,2026-05-09,2026-05-09,2026-05-09,2026-05-09,2026-05-09,I,2026-05-09,2026-05-09,2026-05-09,P,1,2026-05-09,1,H,N,2026-05-09,S,2026-05-09,2026-05-09,EUR,ACLASS,9,MIS_REFERENCE_85,D,I,2026-05-09,S,H
010,100000000860,PROD,2026-05-10,2026-05-10,2026-05-10,2026-05-10,2026-05-10,2026-05-10,2026-05-10,2026-05-10,I,2026-05-10,2026-05-10,2026-05-10,P,1,2026-05-10,1,H,N,2026-05-10,S,2026-05-10,2026-05-10,BRL,ACLASS,13,MIS_REFERENCE_86,D,I,2026-05-10,C,H
011,100000000861,PROD,2026-05-11,2026-05-11,2026-05-11,2026-05-11,2026-05-11,2026-05-11,2026-05-11,2026-05-11,I,2026-05-11,2026-05-11,2026-05-11,P,1,2026-05-11,1,H,Y,2026-05-11,S,2026-05-11,2026-05-11,USD,ACLASS,75,MIS_REFERENCE_86,D,I,2026-05-11,L,H
012,100000000862,PROD,2026-05-12,2026-05-12,2026-05-12,2026-05-12,2026-05-12,2026-05-12,2026-05-12,2026-05-12,I,2026-05-12,2026-05-12,2026-05-12,P,1,2026-05-12,1,H,N,2026-05-12,S,2026-05-12,2026-05-12,PEN,ACLASS,82,MIS_REFERENCE_86,D,I,2026-05-12,T,H
013,100000000863,PROD,2026-05-13,2026-05-13,2026-05-13,2026-05-13,2026-05-13,2026-05-13,2026-05-13,2026-05-13,I,2026-05-13,2026-05-13,2026-05-13,P,1,2026-05-13,1,H,N,2026-05-13,S,2026-05-13,2026-05-13,EUR,ACLASS,30,MIS_REFERENCE_86,D,I,2026-05-13,C,H
014,100000000864,PROD,2026-05-14,2026-05-14,2026-05-14,2026-05-14,2026-05-14,2026-05-14,2026-05-14,2026-05-14,I,2026-05-14,2026-05-14,2026-05-14,P,1,2026-05-14,1,H,N,2026-05-14,S,2026-05-14,2026-05-14,BRL,ACLASS,66,MIS_REFERENCE_86,D,I,2026-05-14,C,H
015,100000000865,PROD,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-05-15,2026-05-15,I,2026-05-15,2026-05-15,2026-05-15,P,1,2026-05-15,1,H,N,2026-05-15,S,2026-05-15,2026-05-15,USD,ACLASS,29,MIS_REFERENCE_86,D,I,2026-05-15,S,H
016,100000000866,PROD,2026-05-16,2026-05-16,2026-05-16,2026-05-16,2026-05-16,2026-05-16,2026-05-16,2026-05-16,I,2026-05-16,2026-05-16,2026-05-16,P,1,2026-05-16,1,H,Y,2026-05-16,S,2026-05-16,2026-05-16,PEN,ACLASS,82,MIS_REFERENCE_86,D,I,2026-05-16,C,H
017,100000000867,PROD,2026-05-17,2026-05-17,2026-05-17,2026-05-17,2026-05-17,2026-05-17,2026-05-17,2026-05-17,I,2026-05-17,2026-05-17,2026-05-17,P,1,2026-05-17,1,H,N,2026-05-17,S,2026-05-17,2026-05-17,EUR,ACLASS,11,MIS_REFERENCE_86,D,I,2026-05-17,L,H
018,100000000868,PROD,2026-05-18,2026-05-18,2026-05-18,2026-05-18,2026-05-18,2026-05-18,2026-05-18,2026-05-18,I,2026-05-18,2026-05-18,2026-05-18,P,1,2026-05-18,1,H,N,2026-05-18,S,2026-05-18,2026-05-18,BRL,ACLASS,20,MIS_REFERENCE_86,D,I,2026-05-18,T,H
019,100000000869,PROD,2026-05-19,2026-05-19,2026-05-19,2026-05-19,2026-05-19,2026-05-19,2026-05-19,2026-05-19,I,2026-05-19,2026-05-19,2026-05-19,P,1,2026-05-19,1,H,N,2026-05-19,S,2026-05-19,2026-05-19,USD,ACLASS,2,MIS_REFERENCE_86,D,I,2026-05-19,C,H
020,100000000870,PROD,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2026-05-20,I,2026-05-20,2026-05-20,2026-05-20,P,1,2026-05-20,1,H,N,2026-05-20,S,2026-05-20,2026-05-20,PEN,ACLASS,12,MIS_REFERENCE_87,D,I,2026-05-20,C,H
021,100000000871,PROD,2026-05-21,2026-05-21,2026-05-21,2026-05-21,2026-05-21,2026-05-21,2026-05-21,2026-05-21,I,2026-05-21,2026-05-21,2026-05-21,P,1,2026-05-21,1,H,Y,2026-05-21,S,2026-05-21,2026-05-21,EUR,ACLASS,87,MIS_REFERENCE_87,D,I,2026-05-21,S,H
022,100000000872,PROD,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,2026-05-22,I,2026-05-22,2026-05-22,2026-05-22,P,1,2026-05-22,1,H,N,2026-05-22,S,2026-05-22,2026-05-22,BRL,ACLASS,96,MIS_REFERENCE_87,D,I,2026-05-22,C,H
023,100000000873,PROD,2026-05-23,2026-05-23,2026-05-23,2026-05-23,2026-05-23,2026-05-23,2026-05-23,2026-05-23,I,2026-05-23,2026-05-23,2026-05-23,P,1,2026-05-23,1,H,N,2026-05-23,S,2026-05-23,2026-05-23,USD,ACLASS,40,MIS_REFERENCE_87,D,I,2026-05-23,L,H
024,100000000874,PROD,2026-05-24,2026-05-24,2026-05-24,2026-05-24,2026-05-24,2026-05-24,2026-05-24,2026-05-24,I,2026-05-24,2026-05-24,2026-05-24,P,1,2026-05-24,1,H,N,2026-05-24,S,2026-05-24,2026-05-24,PEN,ACLASS,61,MIS_REFERENCE_87,D,I,2026-05-24,T,H
025,100000000875,PROD,2026-05-25,2026-05-25,2026-05-25,2026-05-25,2026-05-25,2026-05-25,2026-05-25,2026-05-25,I,2026-05-25,2026-05-25,2026-05-25,P,1,2026-05-25,1,H,N,2026-05-25,S,2026-05-25,2026-05-25,EUR,ACLASS,26,MIS_REFERENCE_87,D,I,2026-05-25,C,H
001,100000000876,PROD,2026-05-26,2026-05-26,2026-05-26,2026-05-26,2026-05-26,2026-05-26,2026-05-26,2026-05-26,I,2026-05-26,2026-05-26,2026-05-26,P,1,2026-05-26,1,H,Y,2026-05-26,S,2026-05-26,2026-05-26,BRL,ACLASS,35,MIS_REFERENCE_87,D,I,2026-05-26,C,H
002,100000000877,PROD,2026-05-27,2026-05-27,2026-05-27,2026-05-27,2026-05-27,2026-05-27,2026-05-27,2026-05-27,I,2026-05-27,2026-05-27,2026-05-27,P,1,2026-05-27,1,H,N,2026-05-27,S,2026-05-27,2026-05-27,USD,ACLASS,35,MIS_REFERENCE_87,D,I,2026-05-27,S,H
003,100000000878,PROD,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2026-05-28,I,2026-05-28,2026-05-28,2026-05-28,P,1,2026-05-28,1,H,N,2026-05-28,S,2026-05-28,2026-05-28,PEN,ACLASS,85,MIS_REFERENCE_87,D,I,2026-05-28,C,H
004,100000000879,PROD,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2026-05-29,I,2026-05-29,2026-05-29,2026-05-29,P,1,2026-05-29,1,H,N,2026-05-29,S,2026-05-29,2026-05-29,EUR,ACLASS,28,MIS_REFERENCE_87,D,I,2026-05-29,L,H
005,100000000880,PROD,2026-05-30,2026-05-30,2026-05-30,2026-05-30,2026-05-30,2026-05-30,2026-05-30,2026-05-30,I,2026-05-30,2026-05-30,2026-05-30,P,1,2026-05-30,1,H,N,2026-05-30,S,2026-05-30,2026-05-30,BRL,ACLASS,5,MIS_REFERENCE_88,D,I,2026-05-30,T,H
006,100000000881,PROD,2026-05-31,2026-05-31,2026-05-31,2026-05-31,2026-05-31,2026-05-31,2026-05-31,2026-05-31,I,2026-05-31,2026-05-31,2026-05-31,P,1,2026-05-31,1,H,Y,2026-05-31,S,2026-05-31,2026-05-31,USD,ACLASS,32,MIS_REFERENCE_88,D,I,2026-05-31,C,H
007,100000000882,PROD,2026-06-01,2026-06-01,2026-06-01,2026-06-01,2026-06-01,2026-06-01,2026-06-01,2026-06-01,I,2026-06-01,2026-06-01,2026-06-01,P,1,2026-06-01,1,H,N,2026-06-01,S,2026-06-01,2026-06-01,PEN,ACLASS,90,MIS_REFERENCE_88,D,I,2026-06-01,C,H
008,100000000883,PROD,2026-06-02,2026-06-02,2026-06-02,2026-06-02,2026-06-02,2026-06-02,2026-06-02,2026-06-02,I,2026-06-02,2026-06-02,2026-06-02,P,1,2026-06-02,1,H,N,2026-06-02,S,2026-06-02,2026-06-02,EUR,ACLASS,46,MIS_REFERENCE_88,D,I,2026-06-02,S,H
009,100000000884,PROD,2026-06-03,2026-06-03,2026-06-03,2026-06-03,2026-06-03,2026-06-03,2026-06-03,2026-06-03,I,2026-06-03,2026-06-03,2026-06-03,P,1,2026-06-03,1,H,N,2026-06-03,S,2026-06-03,2026-06-03,BRL,ACLASS,10,MIS_REFERENCE_88,D,I,2026-06-03,C,H
010,100000000885,PROD,2026-06-04,2026-06-04,2026-06-04,2026-06-04,2026-06-04,2026-06-04,2026-06-04,2026-06-04,I,2026-06-04,2026-06-04,2026-06-04,P,1,2026-06-04,1,H,N,2026-06-04,S,2026-06-04,2026-06-04,USD,ACLASS,68,MIS_REFERENCE_88,D,I,2026-06-04,L,H
011,100000000886,PROD,2026-06-05,2026-06-05,2026-06-05,2026-06-05,2026-06-05,2026-06-05,2026-06-05,2026-06-05,I,2026-06-05,2026-06-05,2026-06-05,P,1,2026-06-05,1,H,Y,2026-06-05,S,2026-06-05,2026-06-05,PEN,ACLASS,58,MIS_REFERENCE_88,D,I,2026-06-05,T,H
012,100000000887,PROD,2026-06-06,2026-06-06,2026-06-06,2026-06-06,2026-06-06,2026-06-06,2026-06-06,2026-06-06,I,2026-06-06,2026-06-06,2026-06-06,P,1,2026-06-06,1,H,N,2026-06-06,S,2026-06-06,2026-06-06,EUR,ACLASS,56,MIS_REFERENCE_88,D,I,2026-06-06,C,H
013,100000000888,PROD,2026-06-07,2026-06-07,2026-06-07,2026-06-07,2026-06-07,2026-06-07,2026-06-07,2026-06-07,I,2026-06-07,2026-06-07,2026-06-07,P,1,2026-06-07,1,H,N,2026-06-07,S,2026-06-07,2026-06-07,BRL,ACLASS,28,MIS_REFERENCE_88,D,I,2026-06-07,C,H
014,100000000889,PROD,2026-06-08,2026-06-08,2026-06-08,2026-06-08,2026-06-08,2026-06-08,2026-06-08,2026-06-08,I,2026-06-08,2026-06-08,2026-06-08,P,1,2026-06-08,1,H,N,2026-06-08,S,2026-06-08,2026-06-08,USD,ACLASS,23,MIS_REFERENCE_88,D,I,2026-06-08,S,H
015,100000000890,PROD,2026-06-09,2026-06-09,2026-06-09,2026-06-09,2026-06-09,2026-06-09,2026-06-09,2026-06-09,I,2026-06-09,2026-06-09,2026-06-09,P,1,2026-06-09,1,H,N,2026-06-09,S,2026-06-09,2026-06-09,PEN,ACLASS,64,MIS_REFERENCE_89,D,I,2026-06-09,C,H
016,100000000891,PROD,2026-06-10,2026-06-10,2026-06-10,2026-06-10,2026-06-10,2026-06-10,2026-06-10,2026-06-10,I,2026-06-10,2026-06-10,2026-06-10,P,1,2026-06-10,1,H,Y,2026-06-10,S,2026-06-10,2026-06-10,EUR,ACLASS,19,MIS_REFERENCE_89,D,I,2026-06-10,L,H
017,100000000892,PROD,2026-06-11,2026-06-11,2026-06-11,2026-06-11,2026-06-11,2026-06-11,2026-06-11,2026-06-11,I,2026-06-11,2026-06-11,2026-06-11,P,1,2026-06-11,1,H,N,2026-06-11,S,2026-06-11,2026-06-11,BRL,ACLASS,52,MIS_REFERENCE_89,D,I,2026-06-11,T,H
018,100000000893,PROD,2026-06-12,2026-06-12,2026-06-12,2026-06-12,2026-06-12,2026-06-12,2026-06-12,2026-06-12,I,2026-06-12,2026-06-12,2026-06-12,P,1,2026-06-12,1,H,N,2026-06-12,S,2026-06-12,2026-06-12,USD,ACLASS,61,MIS_REFERENCE_89,D,I,2026-06-12,C,H
019,100000000894,PROD,2026-06-13,2026-06-13,2026-06-13,2026-06-13,2026-06-13,2026-06-13,2026-06-13,2026-06-13,I,2026-06-13,2026-06-13,2026-06-13,P,1,2026-06-13,1,H,N,2026-06-13,S,2026-06-13,2026-06-13,PEN,ACLASS,39,MIS_REFERENCE_89,D,I,2026-06-13,C,H
020,100000000895,PROD,2026-06-14,2026-06-14,2026-06-14,2026-06-14,2026-06-14,2026-06-14,2026-06-14,2026-06-14,I,2026-06-14,2026-06-14,2026-06-14,P,1,2026-06-14,1,H,N,2026-06-14,S,2026-06-14,2026-06-14,EUR,ACLASS,89,MIS_REFERENCE_89,D,I,2026-06-14,S,H
021,100000000896,PROD,2026-06-15,2026-06-15,2026-06-15,2026-06-15,2026-06-15,2026-06-15,2026-06-15,2026-06-15,I,2026-06-15,2026-06-15,2026-06-15,P,1,2026-06-15,1,H,Y,2026-06-15,S,2026-06-15,2026-06-15,BRL,ACLASS,98,MIS_REFERENCE_89,D,I,2026-06-15,C,H
022,100000000897,PROD,2026-06-16,2026-06-16,2026-06-16,2026-06-16,2026-06-16,2026-06-16,2026-06-16,2026-06-16,I,2026-06-16,2026-06-16,2026-06-16,P,1,2026-06-16,1,H,N,2026-06-16,S,2026-06-16,2026-06-16,USD,ACLASS,28,MIS_REFERENCE_89,D,I,2026-06-16,L,H
023,100000000898,PROD,2026-06-17,2026-06-17,2026-06-17,2026-06-17,2026-06-17,2026-06-17,2026-06-17,2026-06-17,I,2026-06-17,2026-06-17,2026-06-17,P,1,2026-06-17,1,H,N,2026-06-17,S,2026-06-17,2026-06-17,PEN,ACLASS,73,MIS_REFERENCE_89,D,I,2026-06-17,T,H
024,100000000899,PROD,2026-06-18,2026-06-18,2026-06-18,2026-06-18,2026-06-18,2026-06-18,2026-06-18,2026-06-18,I,2026-06-18,2026-06-18,2026-06-18,P,1,2026-06-18,1,H,N,2026-06-18,S,2026-06-18,2026-06-18,EUR,ACLASS,30,MIS_REFERENCE_89,D,I,2026-06-18,C,H
